"ds","country","polygon_source","polygon_id","polygon_name","all_day_bing_tiles_visited_relative_change","all_day_ratio_single_tile_users","baseline_name","baseline_type"
"2020-03-20","USA","FIPS","09013","Tolland",-0.25949,0.23567,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-03-21","USA","FIPS","09013","Tolland",-0.25351,0.29167,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-03-22","USA","FIPS","09013","Tolland",-0.28343,0.34103,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-03-23","USA","FIPS","09013","Tolland",-0.38109,0.33486,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-03-24","USA","FIPS","09013","Tolland",-0.27603,0.29664,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-03-25","USA","FIPS","09013","Tolland",-0.35755,0.32315,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-03-26","USA","FIPS","09013","Tolland",-0.307,0.27085,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-03-27","USA","FIPS","09013","Tolland",-0.28762,0.25975,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-03-28","USA","FIPS","09013","Tolland",-0.3489,0.3301,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-03-29","USA","FIPS","09013","Tolland",-0.47631,0.44175,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-03-30","USA","FIPS","09013","Tolland",-0.33913,0.32368,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-03-31","USA","FIPS","09013","Tolland",-0.27602,0.29418,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-04-01","USA","FIPS","09013","Tolland",-0.30528,0.28366,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-04-02","USA","FIPS","09013","Tolland",-0.34918,0.31097,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-04-03","USA","FIPS","09013","Tolland",-0.37558,0.31435,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-04-04","USA","FIPS","09013","Tolland",-0.34601,0.33997,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-04-05","USA","FIPS","09013","Tolland",-0.32185,0.35874,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-04-06","USA","FIPS","09013","Tolland",-0.27438,0.28169,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-04-07","USA","FIPS","09013","Tolland",-0.25786,0.27859,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-04-08","USA","FIPS","09013","Tolland",-0.3509,0.31031,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-04-09","USA","FIPS","09013","Tolland",-0.384,0.33931,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-04-10","USA","FIPS","09013","Tolland",-0.35884,0.30353,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-04-11","USA","FIPS","09013","Tolland",-0.27379,0.30485,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-04-12","USA","FIPS","09013","Tolland",-0.36945,0.3735,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-04-13","USA","FIPS","09013","Tolland",-0.45884,0.38832,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-04-14","USA","FIPS","09013","Tolland",-0.24299,0.272,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-04-15","USA","FIPS","09013","Tolland",-0.24075,0.27831,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-04-16","USA","FIPS","09013","Tolland",-0.31742,0.28921,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-04-17","USA","FIPS","09013","Tolland",-0.30513,0.26621,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-04-18","USA","FIPS","09013","Tolland",-0.39851,0.37835,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-04-19","USA","FIPS","09013","Tolland",-0.18851,0.30721,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-04-20","USA","FIPS","09013","Tolland",-0.26074,0.28231,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-04-21","USA","FIPS","09013","Tolland",-0.2992,0.31937,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-04-22","USA","FIPS","09013","Tolland",-0.324,0.29482,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-04-23","USA","FIPS","09013","Tolland",-0.29399,0.29491,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-04-24","USA","FIPS","09013","Tolland",-0.35722,0.30427,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-04-25","USA","FIPS","09013","Tolland",-0.18214,0.2687,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-04-26","USA","FIPS","09013","Tolland",-0.33907,0.38496,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-04-27","USA","FIPS","09013","Tolland",-0.29264,0.31672,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-04-28","USA","FIPS","09013","Tolland",-0.20551,0.2693,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-04-29","USA","FIPS","09013","Tolland",-0.23903,0.2612,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-04-30","USA","FIPS","09013","Tolland",-0.31253,0.30693,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-05-01","USA","FIPS","09013","Tolland",-0.27438,0.26075,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-05-02","USA","FIPS","09013","Tolland",-0.14845,0.25809,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-05-03","USA","FIPS","09013","Tolland",-0.06006,0.28453,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-05-04","USA","FIPS","09013","Tolland",-0.20282,0.26072,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-05-05","USA","FIPS","09013","Tolland",-0.12388,0.24815,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-05-06","USA","FIPS","09013","Tolland",-0.23531,0.27803,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-05-07","USA","FIPS","09013","Tolland",-0.21669,0.25393,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-05-08","USA","FIPS","09013","Tolland",-0.27697,0.25566,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-05-09","USA","FIPS","09013","Tolland",-0.23664,0.30539,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-05-10","USA","FIPS","09013","Tolland",-0.14708,0.29052,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-05-11","USA","FIPS","09013","Tolland",-0.27003,0.29529,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-05-12","USA","FIPS","09013","Tolland",-0.16357,0.26036,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-05-13","USA","FIPS","09013","Tolland",-0.19418,0.24951,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-05-14","USA","FIPS","09013","Tolland",-0.11774,0.24606,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-05-15","USA","FIPS","09013","Tolland",-0.1727,0.22873,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-05-16","USA","FIPS","09013","Tolland",-0.05037,0.23963,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-05-17","USA","FIPS","09013","Tolland",-0.12328,0.28176,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-05-18","USA","FIPS","09013","Tolland",-0.18452,0.25743,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-05-19","USA","FIPS","09013","Tolland",-0.11838,0.24049,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-05-20","USA","FIPS","09013","Tolland",-0.15146,0.23222,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-05-21","USA","FIPS","09013","Tolland",-0.12495,0.22939,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-05-22","USA","FIPS","09013","Tolland",-0.13447,0.19921,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-05-23","USA","FIPS","09013","Tolland",-0.16506,0.25977,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-05-24","USA","FIPS","09013","Tolland",-0.01879,0.24176,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-05-25","USA","FIPS","09013","Tolland",-0.30198,0.27197,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-05-26","USA","FIPS","09013","Tolland",-0.07726,0.21926,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-05-27","USA","FIPS","09013","Tolland",-0.07456,0.20789,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-05-28","USA","FIPS","09013","Tolland",-0.16215,0.24044,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-05-29","USA","FIPS","09013","Tolland",-0.18337,0.21153,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-05-30","USA","FIPS","09013","Tolland",-0.05714,0.23373,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-05-31","USA","FIPS","09013","Tolland",-0.02904,0.25148,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-06-01","USA","FIPS","09013","Tolland",-0.10036,0.21344,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-06-02","USA","FIPS","09013","Tolland",-0.07071,0.22234,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-06-03","USA","FIPS","09013","Tolland",-0.11545,0.21543,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-06-04","USA","FIPS","09013","Tolland",-0.09547,0.21214,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-06-05","USA","FIPS","09013","Tolland",-0.14746,0.20427,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-06-06","USA","FIPS","09013","Tolland",-0.07836,0.22134,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-06-07","USA","FIPS","09013","Tolland",-0.04675,0.24566,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-06-08","USA","FIPS","09013","Tolland",-0.08127,0.21438,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-06-09","USA","FIPS","09013","Tolland",-0.02207,0.19449,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-06-10","USA","FIPS","09013","Tolland",-0.10451,0.21075,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-06-11","USA","FIPS","09013","Tolland",-0.14862,0.22584,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-06-12","USA","FIPS","09013","Tolland",-0.10202,0.19108,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-06-13","USA","FIPS","09013","Tolland",0.00821,0.19703,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-06-14","USA","FIPS","09013","Tolland",0.00999,0.23672,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-06-15","USA","FIPS","09013","Tolland",-0.05691,0.19759,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-06-16","USA","FIPS","09013","Tolland",-0.021,0.19462,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-06-17","USA","FIPS","09013","Tolland",-0.02549,0.18252,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-06-18","USA","FIPS","09013","Tolland",-0.04474,0.18375,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-06-19","USA","FIPS","09013","Tolland",-0.06418,0.18841,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-06-20","USA","FIPS","09013","Tolland",-0.0018,0.20006,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-06-21","USA","FIPS","09013","Tolland",0.04026,0.2246,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-06-22","USA","FIPS","09013","Tolland",-0.04039,0.20411,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-06-23","USA","FIPS","09013","Tolland",-0.03179,0.20318,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-06-24","USA","FIPS","09013","Tolland",-0.05822,0.19474,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-06-25","USA","FIPS","09013","Tolland",-0.01532,0.18676,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-06-26","USA","FIPS","09013","Tolland",-0.04901,0.17244,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-06-27","USA","FIPS","09013","Tolland",-0.04521,0.22662,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-06-28","USA","FIPS","09013","Tolland",-0.00875,0.25511,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-06-29","USA","FIPS","09013","Tolland",-0.0872,0.21584,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-06-30","USA","FIPS","09013","Tolland",-0.04146,0.2071,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-07-01","USA","FIPS","09013","Tolland",-0.04664,0.19484,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-07-02","USA","FIPS","09013","Tolland",-0.02328,0.18609,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-07-03","USA","FIPS","09013","Tolland",-0.16849,0.21305,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-07-04","USA","FIPS","09013","Tolland",-0.1334,0.22582,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-07-05","USA","FIPS","09013","Tolland",0.00586,0.23243,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-07-06","USA","FIPS","09013","Tolland",-0.0242,0.21106,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-07-07","USA","FIPS","09013","Tolland",-0.03356,0.20729,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-07-08","USA","FIPS","09013","Tolland",-0.11255,0.20048,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-07-09","USA","FIPS","09013","Tolland",-0.0243,0.19243,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-07-10","USA","FIPS","09013","Tolland",-0.11866,0.19423,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-07-11","USA","FIPS","09013","Tolland",-0.08128,0.22601,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-07-12","USA","FIPS","09013","Tolland",0.02985,0.24132,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-07-13","USA","FIPS","09013","Tolland",-0.01685,0.20388,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-07-14","USA","FIPS","09013","Tolland",-0.0132,0.19838,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-07-15","USA","FIPS","09013","Tolland",-0.01185,0.18932,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-07-16","USA","FIPS","09013","Tolland",-0.02457,0.18652,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-07-17","USA","FIPS","09013","Tolland",-0.09541,0.1738,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-07-18","USA","FIPS","09013","Tolland",0.03206,0.20647,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-07-19","USA","FIPS","09013","Tolland",0.04683,0.24044,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-07-20","USA","FIPS","09013","Tolland",-0.05371,0.19425,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-07-21","USA","FIPS","09013","Tolland",0.01381,0.20103,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-07-22","USA","FIPS","09013","Tolland",-0.07007,0.19549,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-03-01","USA","FIPS","09015","Windham",0.02063,0.21874,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-03-02","USA","FIPS","09015","Windham",0.01657,0.13182,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-03-03","USA","FIPS","09015","Windham",0.05074,0.12738,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-03-04","USA","FIPS","09015","Windham",0.02321,0.1285,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-03-05","USA","FIPS","09015","Windham",0.06725,0.12334,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-03-06","USA","FIPS","09015","Windham",0.0016,0.12866,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-03-07","USA","FIPS","09015","Windham",0.03526,0.17942,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-03-08","USA","FIPS","09015","Windham",0.03091,0.21088,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-03-09","USA","FIPS","09015","Windham",0.05966,0.13759,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-03-10","USA","FIPS","09015","Windham",0.03832,0.13321,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-03-11","USA","FIPS","09015","Windham",0.03543,0.13298,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-03-12","USA","FIPS","09015","Windham",0.03405,0.13688,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-03-13","USA","FIPS","09015","Windham",-0.03816,0.14748,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-03-14","USA","FIPS","09015","Windham",-0.08022,0.20273,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-03-15","USA","FIPS","09015","Windham",-0.09798,0.25278,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-03-16","USA","FIPS","09015","Windham",-0.08502,0.186,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-03-17","USA","FIPS","09015","Windham",-0.21811,0.23128,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-03-18","USA","FIPS","09015","Windham",-0.1844,0.20904,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-03-19","USA","FIPS","09015","Windham",-0.23054,0.24306,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-03-20","USA","FIPS","09015","Windham",-0.22992,0.22044,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-03-21","USA","FIPS","09015","Windham",-0.22948,0.28249,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-03-22","USA","FIPS","09015","Windham",-0.3005,0.338,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-03-23","USA","FIPS","09015","Windham",-0.32724,0.29973,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-03-24","USA","FIPS","09015","Windham",-0.31096,0.27776,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-03-25","USA","FIPS","09015","Windham",-0.32883,0.29757,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-03-26","USA","FIPS","09015","Windham",-0.28545,0.25989,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-03-27","USA","FIPS","09015","Windham",-0.26166,0.23749,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-03-28","USA","FIPS","09015","Windham",-0.33127,0.31324,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-03-29","USA","FIPS","09015","Windham",-0.4238,0.40586,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-03-30","USA","FIPS","09015","Windham",-0.34534,0.29654,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-03-31","USA","FIPS","09015","Windham",-0.2978,0.26891,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-04-01","USA","FIPS","09015","Windham",-0.29248,0.27557,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-04-02","USA","FIPS","09015","Windham",-0.30881,0.27952,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-04-03","USA","FIPS","09015","Windham",-0.34612,0.28234,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-04-04","USA","FIPS","09015","Windham",-0.32371,0.31745,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-04-05","USA","FIPS","09015","Windham",-0.34072,0.35228,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-04-06","USA","FIPS","09015","Windham",-0.26323,0.26969,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-04-07","USA","FIPS","09015","Windham",-0.25936,0.25826,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-04-08","USA","FIPS","09015","Windham",-0.31971,0.30126,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-04-09","USA","FIPS","09015","Windham",-0.36461,0.32328,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-04-10","USA","FIPS","09015","Windham",-0.34444,0.2799,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-04-11","USA","FIPS","09015","Windham",-0.27973,0.29919,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-04-12","USA","FIPS","09015","Windham",-0.35962,0.36442,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-04-13","USA","FIPS","09015","Windham",-0.44175,0.3683,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-04-14","USA","FIPS","09015","Windham",-0.25656,0.26219,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-04-15","USA","FIPS","09015","Windham",-0.24445,0.26932,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-04-16","USA","FIPS","09015","Windham",-0.24058,0.26324,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-04-17","USA","FIPS","09015","Windham",-0.27346,0.24979,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-04-18","USA","FIPS","09015","Windham",-0.40304,0.38521,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-04-19","USA","FIPS","09015","Windham",-0.20986,0.30864,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-04-20","USA","FIPS","09015","Windham",-0.26362,0.28066,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-04-21","USA","FIPS","09015","Windham",-0.3401,0.31202,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-04-22","USA","FIPS","09015","Windham",-0.28625,0.28714,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-04-23","USA","FIPS","09015","Windham",-0.25474,0.27069,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-04-24","USA","FIPS","09015","Windham",-0.33296,0.28892,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-04-25","USA","FIPS","09015","Windham",-0.18609,0.26998,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-04-26","USA","FIPS","09015","Windham",-0.32466,0.36898,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-04-27","USA","FIPS","09015","Windham",-0.33539,0.31499,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-04-28","USA","FIPS","09015","Windham",-0.23932,0.25749,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-04-29","USA","FIPS","09015","Windham",-0.23951,0.26316,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-04-30","USA","FIPS","09015","Windham",-0.2843,0.2979,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-05-01","USA","FIPS","09015","Windham",-0.27205,0.25306,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-05-02","USA","FIPS","09015","Windham",-0.1444,0.2539,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-05-03","USA","FIPS","09015","Windham",-0.07307,0.26161,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-05-04","USA","FIPS","09015","Windham",-0.1939,0.24804,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-05-05","USA","FIPS","09015","Windham",-0.18252,0.22741,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-05-06","USA","FIPS","09015","Windham",-0.20369,0.25344,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-05-07","USA","FIPS","09015","Windham",-0.18754,0.24138,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-05-08","USA","FIPS","09015","Windham",-0.21617,0.23277,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-05-09","USA","FIPS","09015","Windham",-0.20452,0.28932,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-05-10","USA","FIPS","09015","Windham",-0.10786,0.27366,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-05-11","USA","FIPS","09015","Windham",-0.25128,0.2699,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-05-12","USA","FIPS","09015","Windham",-0.17155,0.24297,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-05-13","USA","FIPS","09015","Windham",-0.16677,0.24002,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-05-14","USA","FIPS","09015","Windham",-0.118,0.22528,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-05-15","USA","FIPS","09015","Windham",-0.17946,0.21423,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-05-16","USA","FIPS","09015","Windham",-0.07633,0.24247,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-05-17","USA","FIPS","09015","Windham",-0.08078,0.27326,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-05-18","USA","FIPS","09015","Windham",-0.18856,0.23877,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-05-19","USA","FIPS","09015","Windham",-0.18506,0.22835,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-05-20","USA","FIPS","09015","Windham",-0.13015,0.22089,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-05-21","USA","FIPS","09015","Windham",-0.1151,0.21587,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-05-22","USA","FIPS","09015","Windham",-0.09428,0.19143,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-05-23","USA","FIPS","09015","Windham",-0.19688,0.26282,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-05-24","USA","FIPS","09015","Windham",-0.01618,0.24632,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-05-25","USA","FIPS","09015","Windham",-0.32162,0.27334,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-05-26","USA","FIPS","09015","Windham",-0.13356,0.2149,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-05-27","USA","FIPS","09015","Windham",-0.10296,0.21323,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-05-28","USA","FIPS","09015","Windham",-0.13657,0.23501,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-05-29","USA","FIPS","09015","Windham",-0.15576,0.20991,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-05-30","USA","FIPS","09015","Windham",-0.07368,0.23457,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-05-31","USA","FIPS","09015","Windham",-0.00533,0.25347,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-06-01","USA","FIPS","09015","Windham",-0.12002,0.20984,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-06-02","USA","FIPS","09015","Windham",-0.12104,0.20881,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-06-03","USA","FIPS","09015","Windham",-0.07722,0.20133,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-06-04","USA","FIPS","09015","Windham",-0.05854,0.19015,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-06-05","USA","FIPS","09015","Windham",-0.13893,0.1978,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-06-06","USA","FIPS","09015","Windham",-0.08559,0.24517,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-06-07","USA","FIPS","09015","Windham",0.0059,0.24711,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-06-08","USA","FIPS","09015","Windham",-0.1229,0.20594,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-06-09","USA","FIPS","09015","Windham",-0.06708,0.20372,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-06-10","USA","FIPS","09015","Windham",-0.07961,0.19895,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-06-11","USA","FIPS","09015","Windham",-0.15636,0.2256,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-06-12","USA","FIPS","09015","Windham",-0.05654,0.17306,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-06-13","USA","FIPS","09015","Windham",-0.00203,0.20286,"full_february_except_presidents_day","DAY_OF_WEEK"
