"ds","country","polygon_source","polygon_id","polygon_name","all_day_bing_tiles_visited_relative_change","all_day_ratio_single_tile_users","baseline_name","baseline_type"
"2020-06-14","USA","FIPS","09015","Windham",0.05331,0.23485,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-06-15","USA","FIPS","09015","Windham",-0.08618,0.2011,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-06-16","USA","FIPS","09015","Windham",-0.0364,0.19543,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-06-17","USA","FIPS","09015","Windham",-0.04922,0.19115,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-06-18","USA","FIPS","09015","Windham",-0.03969,0.17904,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-06-19","USA","FIPS","09015","Windham",-0.03415,0.17343,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-06-20","USA","FIPS","09015","Windham",0.01454,0.19399,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-06-21","USA","FIPS","09015","Windham",0.09357,0.21587,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-06-22","USA","FIPS","09015","Windham",-0.06554,0.2023,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-06-23","USA","FIPS","09015","Windham",-0.06482,0.19504,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-06-24","USA","FIPS","09015","Windham",-0.08277,0.19822,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-06-25","USA","FIPS","09015","Windham",-0.04077,0.19154,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-06-26","USA","FIPS","09015","Windham",-0.03316,0.17501,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-06-27","USA","FIPS","09015","Windham",-0.02475,0.22013,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-06-28","USA","FIPS","09015","Windham",0.00932,0.24288,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-06-29","USA","FIPS","09015","Windham",-0.12039,0.21272,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-06-30","USA","FIPS","09015","Windham",-0.1037,0.20975,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-07-01","USA","FIPS","09015","Windham",-0.07325,0.18606,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-07-02","USA","FIPS","09015","Windham",0.00885,0.18212,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-07-03","USA","FIPS","09015","Windham",-0.12894,0.20462,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-07-04","USA","FIPS","09015","Windham",-0.13236,0.21193,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-07-05","USA","FIPS","09015","Windham",0.03678,0.22648,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-07-06","USA","FIPS","09015","Windham",-0.0722,0.20383,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-07-07","USA","FIPS","09015","Windham",-0.06616,0.1943,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-07-08","USA","FIPS","09015","Windham",-0.07784,0.19618,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-07-09","USA","FIPS","09015","Windham",-0.06134,0.18931,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-07-10","USA","FIPS","09015","Windham",-0.09745,0.19063,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-07-11","USA","FIPS","09015","Windham",-0.05267,0.21783,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-07-12","USA","FIPS","09015","Windham",0.04586,0.23888,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-07-13","USA","FIPS","09015","Windham",-0.05228,0.195,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-07-14","USA","FIPS","09015","Windham",-0.06727,0.18814,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-07-15","USA","FIPS","09015","Windham",-0.04684,0.19036,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-07-16","USA","FIPS","09015","Windham",-0.00613,0.18059,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-07-17","USA","FIPS","09015","Windham",-0.07551,0.18789,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-07-18","USA","FIPS","09015","Windham",-0.02165,0.20609,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-07-19","USA","FIPS","09015","Windham",0.05467,0.23446,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-07-20","USA","FIPS","09015","Windham",-0.07733,0.20603,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-07-21","USA","FIPS","09015","Windham",-0.03767,0.1946,"full_february_except_presidents_day","DAY_OF_WEEK"
"2020-07-22","USA","FIPS","09015","Windham",-0.0325,0.18664,"full_february_except_presidents_day","DAY_OF_WEEK"
