"date","time","rel.cases.old.prop_cum","rel.cases.old.prop_daily","sev.measure"
2020-10-10,223,0.843259658734739,0.527605176925979,0.598161302325185
2020-10-11,224,0.840033688087303,0.527605176925998,0.601508279828912
2020-10-12,225,0.837788944228487,0.528626026588115,0.604426341004027
2020-10-13,226,0.837368638435349,0.884288195940143,0.606890248912891
2020-10-14,227,0.836659309797526,0.747230298421499,0.608874766617865
2020-10-15,228,0.831902241720051,0.604806106036156,0.610364553575826
2020-10-16,229,0.829332414178926,0.54369919188025,0.611383854821717
2020-10-17,230,0.8267625866378,0.54369919188025,0.611966811784998
2020-10-18,231,0.824192759096674,0.54369919188025,0.612147565895129
2020-10-19,232,0.822501325277816,0.746020434941679,0.611960258581568
2020-10-20,233,0.819741773096774,0.510759483477949,0.611439031273777
2020-10-21,234,0.816831226604174,0.578736020351083,0.610618025401214
2020-10-22,235,0.812002080855216,0.452002501497095,0.609531382393339
2020-10-23,236,0.808481056315649,0.599725839797805,0.608213243679611
2020-10-24,237,0.804960031776082,0.599725839797811,0.606697750689491
2020-10-25,238,0.801439007236516,0.599725839797805,0.605019044852438
2020-10-26,239,0.798968732138063,0.633152488871467,0.603211267597912
2020-10-27,240,0.797127684404635,0.702058516454044,0.601308560355371
2020-10-28,241,0.78738498481886,0.360531767246502,0.599345064554277
2020-10-29,242,0.783917340717578,0.602730920827826,0.597354921624088
2020-10-30,243,0.779245576888519,0.512508115385277,0.595372272994264
2020-10-31,244,0.774573813059461,0.512508115385291,0.593431260094265
2020-11-01,245,0.769902049230402,0.512508115385277,0.59156602435355
2020-11-02,246,0.764545047230988,0.472511166344406,0.589810707201579
2020-11-03,247,0.76202129909887,0.52816721909334,0.588199450067812
2020-11-04,248,0.756487439360231,0.661261383986284,0.586766394381708
2020-11-05,249,0.751389194641445,0.497653708451364,0.585545681572727
2020-11-06,250,0.746728068036634,0.533798194905812,0.584571453070328
2020-11-07,251,0.742066941431823,0.533798194905812,0.583877850303972
2020-11-08,252,0.737405814827013,0.533798194905812,0.583499014703117
2020-11-09,253,0.732063810385188,0.581641150854598,0.583469087697224
2020-11-10,254,0.724490676017218,0.476860458556887,0.583822210715752
2020-11-11,255,0.721306376242801,0.635466052566823,0.584592525188161
2020-11-12,256,0.710824475183747,0.498648734213643,0.585814172543909
2020-11-13,257,0.706217230787967,0.563560023386141,0.587521294212458
2020-11-14,258,0.701609986392187,0.563560023386149,0.589748031623267
2020-11-15,259,0.697002741996408,0.563560023386141,0.592528526205794
2020-11-16,260,0.692422075417447,0.574655625377985,0.595884501788845
2020-11-17,261,0.687968421155705,0.625968807448871,0.599788011798596
2020-11-18,262,0.683110581148188,0.628334204057376,0.604198692060569
2020-11-19,263,0.677465655225609,0.531925504472188,0.609076178400285
2020-11-20,264,0.673944816244755,0.603490305275734,0.614380106643269
2020-11-21,265,0.670423977263901,0.603490305275746,0.620070112615039
2020-11-22,266,0.666903138283047,0.603490305275734,0.626105832141118
2020-11-23,267,0.666263334338629,0.702109690629746,0.632446901047028
2020-11-24,268,0.663107965356477,0.627634571803207,0.639052955158291
2020-11-25,269,0.660096520411181,0.605874183311,0.645883630300428
2020-11-26,270,0.657085075465886,0.605874183311,0.652898562298961
2020-11-27,271,0.656514177597833,0.799836992237606,0.660057386979412
2020-11-28,272,0.65594327972978,0.799836992237614,0.667319740167302
2020-11-29,273,0.655372381861727,0.799836992237606,0.674645257688154
2020-11-30,274,0.654585470977508,0.769765002417761,0.681993575367488
2020-12-01,275,0.651894385283772,0.692955124718587,0.689324329030827
2020-12-02,276,0.645764817051123,0.636413129753488,0.696597154503692
2020-12-03,277,0.645707363476453,0.83439842396744,0.703771687611606
2020-12-04,278,0.642896688187862,0.657092886223723,0.710807564180088
2020-12-05,279,0.640086012899271,0.657092886223723,0.717664420034663
2020-12-06,280,0.637275337610681,0.657092886223715,0.724301891000851
2020-12-07,281,0.634645608915957,0.633417588923455,0.730679612904173
2020-12-08,282,0.632447225416328,0.650341764708259,0.736757221570152
2020-12-09,283,0.630518110391847,0.675636685384973,0.742494352824309
2020-12-10,284,0.629230784934447,0.755719851862024,0.747850642492167
2020-12-11,285,0.627871932047696,0.70599787941906,0.752785726399246
2020-12-12,286,0.626513079160945,0.705997879419051,0.757259240371068
2020-12-13,287,0.625154226274193,0.70599787941906,0.761230820233156
2020-12-14,288,0.625119743193184,0.809068545599093,0.764660101811031
2020-12-15,289,0.623221975703083,0.647476673350887,0.767506720930214
2020-12-16,290,0.621946895854405,0.696885210427655,0.769730313416227
2020-12-17,291,0.620631755744792,0.705519263277556,0.771290515094593
2020-12-18,292,0.619811299007895,0.691125575066174,0.772158519886697
2020-12-19,293,0.618990842270997,0.691125575066177,0.772351754097387
2020-12-20,294,0.618170385534099,0.691125575066174,0.771899202127375
2020-12-21,295,0.618044435923235,0.787161267750963,0.770829848377373
2020-12-22,296,0.617209190276512,0.698119777475467,0.769172677248093
2020-12-23,297,0.617258257602542,0.808836709303645,0.766956673140248
2020-12-24,298,0.616301648695605,0.696782365741179,0.764210820454548
2020-12-25,299,0.615345039788668,0.696782365741179,0.760964103591706
2020-12-26,300,0.61438843088173,0.696782365741179,0.757245506952435
2020-12-27,301,0.613431821974793,0.696782365741179,0.753084014937446
2020-12-28,302,0.613409091222792,0.791491693525152,0.748508611947452
2020-12-29,303,0.613891355078361,0.866565748133488,0.743548282383164
2020-12-30,304,0.612685473487118,0.655974009653409,0.738232010645294
2020-12-31,305,0.612269504734402,0.750917162126484,0.732588781134556
2021-01-01,306,0.611853535981686,0.750917162126484,0.72664757825166
2021-01-02,307,0.6115042519954,0.757274341525027,0.720437386397319
2021-01-03,308,0.611154968009114,0.757274341525027,0.713987189972244
2021-01-04,309,0.610202732583036,0.690745573926383,0.707325973377149
2021-01-05,310,0.609959410913867,0.768911743522896,0.700482721012744
2021-01-06,311,0.608453304536135,0.67371019151248,0.693486417279743
2021-01-07,312,0.605623311740823,0.557589374707421,0.686366046578857
2021-01-08,313,0.604419506527631,0.652176926490523,0.679150593310798
2021-01-09,314,0.60321570131444,0.652176926490525,0.671869041876278
2021-01-10,315,0.602011896101248,0.652176926490523,0.66455037667601
2021-01-11,316,0.597496692183096,0.437921309236598,0.657223582110705
2021-01-12,317,0.595213059171769,0.59190827239079,0.649917642581075
2021-01-13,318,0.595170852352097,0.762236178399841,0.642661542487833
2021-01-14,319,0.594107984331632,0.610269066990388,0.635484266231691
2021-01-15,320,0.592736247242161,0.589304336629278,0.62841479821336
2021-01-16,321,0.591364510152691,0.589304336629278,0.621482122833553
2021-01-17,322,0.589992773063221,0.589304336629278,0.614715224492982
2021-01-18,323,0.58883141844561,0.60047374726148,0.608143087592359
2021-01-19,324,0.587835347262003,0.607919930576332,0.601794696532395
