"q_Is","beta_pre","k_A","gamma_H","m_H","H_lag","D_lag","tot_lockdown_effect","school_closure_prop","ph1_release_effect","testing_effect","E_init","time_num","ramp_time","lam_d","lam_h","lam_ch","sd_e","school_closure_effect","lockdown_effect","m_Hbar_mult"
0.0551724289368924,0.995599873180601,0.421918660720034,0.10145806256711,0.216673484929482,2,3,0.810314680017803,0.394670189256968,-0.0179113943955275,0.00859257638173842,24.588873934926,17,20,67666.8909297235,45122.0707757438,23693.5036506718,0.041688112733686,0.319807048120326,0.490507631897477,1.53295201822983
0.0551724289368924,0.995599873180601,0.421918660720034,0.10145806256711,0.216673484929482,2,3,0.810314680017803,0.394670189256968,-0.0179113943955275,0.00859257638173842,24.588873934926,17,20,67666.8909297235,45122.0707757438,23693.5036506718,0.041688112733686,0.319807048120326,0.490507631897477,1.44605308570504
0.0551724289368924,0.995599873180601,0.421918660720034,0.10145806256711,0.216673484929482,2,3,0.810314680017803,0.394670189256968,-0.0179113943955275,0.00859257638173842,24.588873934926,17,20,67666.8909297235,45122.0707757438,23693.5036506718,0.041688112733686,0.319807048120326,0.490507631897477,1.5279588884779
0.0551724289368924,0.995599873180601,0.421918660720034,0.10145806256711,0.216673484929482,2,3,0.810314680017803,0.394670189256968,-0.0179113943955275,0.00859257638173842,24.588873934926,17,20,67666.8909297235,45122.0707757438,23693.5036506718,0.041688112733686,0.319807048120326,0.490507631897477,1.17250965227398
0.0551724289368924,0.995599873180601,0.421918660720034,0.10145806256711,0.216673484929482,2,3,0.810314680017803,0.394670189256968,-0.0179113943955275,0.00859257638173842,24.588873934926,17,20,67666.8909297235,45122.0707757438,23693.5036506718,0.041688112733686,0.319807048120326,0.490507631897477,1.514140178669
0.0551724289368924,0.995599873180601,0.421918660720034,0.10145806256711,0.216673484929482,2,3,0.810314680017803,0.394670189256968,-0.0179113943955275,0.00859257638173842,24.588873934926,17,20,67666.8909297235,45122.0707757438,23693.5036506718,0.041688112733686,0.319807048120326,0.490507631897477,1.50271307835545
0.0710456935858099,0.965630682884919,0.464226826378398,0.100258891930044,0.211388529528473,2,3,0.80457283166016,0.400706775682819,0.0106277969658228,0.0105268599166477,24.5789105207136,16,21,67360.3577490262,39051.0495900104,28870.7625227847,0.0464719799319435,0.322397785176538,0.482175046483622,1.43512778369066
0.0710456935858099,0.965630682884919,0.464226826378398,0.100258891930044,0.211388529528473,2,3,0.80457283166016,0.400706775682819,0.0106277969658228,0.0105268599166477,24.5789105207136,16,21,67360.3577490262,39051.0495900104,28870.7625227847,0.0464719799319435,0.322397785176538,0.482175046483622,1.6829192678711
0.0723862216290444,1.01429755502309,0.44553914004094,0.104465404129917,0.214800440842496,2,4,0.818060553846163,0.524581390494747,-0.0186207385992183,0.0129644810108328,27.4453640089733,16,20,76409.3778396126,39263.7021908725,34183.6588184814,0.0443147924597264,0.429139342845523,0.38892121100064,1.44792196870957
0.0723862216290444,1.01429755502309,0.44553914004094,0.104465404129917,0.214800440842496,2,4,0.818060553846163,0.524581390494747,-0.0186207385992183,0.0129644810108328,27.4453640089733,16,20,76409.3778396126,39263.7021908725,34183.6588184814,0.0443147924597264,0.429139342845523,0.38892121100064,1.53824336273426
0.0664966406265708,0.959977944035918,0.467269381448487,0.10716486013093,0.21296206413175,1,5,0.798104728308171,0.415542131239546,-0.00145761201605451,0.0134521755024027,26.0248666236851,17,19,72458.4288520487,34564.0449898724,25324.3292998604,0.0444557496173162,0.331646139753536,0.466458588554635,1.91353350021891
0.0664966406265708,0.959977944035918,0.467269381448487,0.10716486013093,0.21296206413175,1,5,0.798104728308171,0.415542131239546,-0.00145761201605451,0.0134521755024027,26.0248666236851,17,19,72458.4288520487,34564.0449898724,25324.3292998604,0.0444557496173162,0.331646139753536,0.466458588554635,1.74475632897599
0.0664966406265708,0.959977944035918,0.467269381448487,0.10716486013093,0.21296206413175,1,5,0.798104728308171,0.415542131239546,-0.00145761201605451,0.0134521755024027,26.0248666236851,17,19,72458.4288520487,34564.0449898724,25324.3292998604,0.0444557496173162,0.331646139753536,0.466458588554635,1.02779650031206
0.0664966406265708,0.959977944035918,0.467269381448487,0.10716486013093,0.21296206413175,1,5,0.798104728308171,0.415542131239546,-0.00145761201605451,0.0134521755024027,26.0248666236851,17,19,72458.4288520487,34564.0449898724,25324.3292998604,0.0444557496173162,0.331646139753536,0.466458588554635,1.55890268952847
0.0762966138888344,0.983212918005818,0.439007442302192,0.1085207116198,0.217093479446302,1,4,0.802787727321137,0.399520873633994,0.00253783170541278,0.0182480024887911,25.769048215557,16,19,82206.0454568061,42322.7536703381,40572.0891919645,0.045974569957312,0.32073045416199,0.482057273159148,1.7874076604629
0.0762966138888344,0.983212918005818,0.439007442302192,0.1085207116198,0.217093479446302,1,4,0.802787727321137,0.399520873633994,0.00253783170541278,0.0182480024887911,25.769048215557,16,19,82206.0454568061,42322.7536703381,40572.0891919645,0.045974569957312,0.32073045416199,0.482057273159148,1.54633467265137
0.0762966138888344,0.983212918005818,0.439007442302192,0.1085207116198,0.217093479446302,1,4,0.802787727321137,0.399520873633994,0.00253783170541278,0.0182480024887911,25.769048215557,16,19,82206.0454568061,42322.7536703381,40572.0891919645,0.045974569957312,0.32073045416199,0.482057273159148,1.63597405515291
0.0740784838213559,1.00131230973692,0.429968806639237,0.109426219029898,0.210051153799466,0,4,0.79041058724289,0.298548318406872,0.0221532315440533,0.0285253644131078,24.0338547995115,16,18,91408.2283736815,63077.5633098699,36739.847543741,0.0526324814424877,0.235975751672353,0.554434835570537,1.54982519766561
0.0740784838213559,1.00131230973692,0.429968806639237,0.109426219029898,0.210051153799466,0,4,0.79041058724289,0.298548318406872,0.0221532315440533,0.0285253644131078,24.0338547995115,16,18,91408.2283736815,63077.5633098699,36739.847543741,0.0526324814424877,0.235975751672353,0.554434835570537,1.86885073271505
0.0740784838213559,1.00131230973692,0.429968806639237,0.109426219029898,0.210051153799466,0,4,0.79041058724289,0.298548318406872,0.0221532315440533,0.0285253644131078,24.0338547995115,16,18,91408.2283736815,63077.5633098699,36739.847543741,0.0526324814424877,0.235975751672353,0.554434835570537,1.39628351689208
0.0740784838213559,1.00131230973692,0.429968806639237,0.109426219029898,0.210051153799466,0,4,0.79041058724289,0.298548318406872,0.0221532315440533,0.0285253644131078,24.0338547995115,16,18,91408.2283736815,63077.5633098699,36739.847543741,0.0526324814424877,0.235975751672353,0.554434835570537,1.23756842574451
0.0740784838213559,1.00131230973692,0.429968806639237,0.109426219029898,0.210051153799466,0,4,0.79041058724289,0.298548318406872,0.0221532315440533,0.0285253644131078,24.0338547995115,16,18,91408.2283736815,63077.5633098699,36739.847543741,0.0526324814424877,0.235975751672353,0.554434835570537,1.19287484235148
0.0690143723346626,0.969266163887854,0.469135264967572,0.112028084446982,0.208732707156452,0,3,0.786779405801739,0.302995112747413,0.0163986945489052,0.0305710197001502,24.245985474819,17,17,58853.9641981612,60429.0328351586,25595.4793885188,0.0515508861083794,0.238390314768241,0.548389091033499,1.16111967083751
0.0690143723346626,0.969266163887854,0.469135264967572,0.112028084446982,0.208732707156452,0,3,0.786779405801739,0.302995112747413,0.0163986945489052,0.0305710197001502,24.245985474819,17,17,58853.9641981612,60429.0328351586,25595.4793885188,0.0515508861083794,0.238390314768241,0.548389091033499,1.36327549459929
0.0690143723346626,0.969266163887854,0.469135264967572,0.112028084446982,0.208732707156452,0,3,0.786779405801739,0.302995112747413,0.0163986945489052,0.0305710197001502,24.245985474819,17,17,58853.9641981612,60429.0328351586,25595.4793885188,0.0515508861083794,0.238390314768241,0.548389091033499,1.48396006396619
0.0690143723346626,0.969266163887854,0.469135264967572,0.112028084446982,0.208732707156452,0,3,0.786779405801739,0.302995112747413,0.0163986945489052,0.0305710197001502,24.245985474819,17,17,58853.9641981612,60429.0328351586,25595.4793885188,0.0515508861083794,0.238390314768241,0.548389091033499,1.46146951531233
0.0657359798012536,1.02504811781225,0.469827662259298,0.10505828164826,0.214299194226512,0,2,0.811073426549953,0.445781049196738,-0.0136750735960066,0.0135765091214806,21.4039127141067,16,17,48175.3707982642,56261.2785918017,48780.7203102549,0.0519802508960708,0.361561163063031,0.449512263486922,1.9295140967031
0.0657359798012536,1.02504811781225,0.469827662259298,0.10505828164826,0.214299194226512,0,2,0.811073426549953,0.445781049196738,-0.0136750735960066,0.0135765091214806,21.4039127141067,16,17,48175.3707982642,56261.2785918017,48780.7203102549,0.0519802508960708,0.361561163063031,0.449512263486922,1.606901039378
0.0657359798012536,1.02504811781225,0.469827662259298,0.10505828164826,0.214299194226512,0,2,0.811073426549953,0.445781049196738,-0.0136750735960066,0.0135765091214806,21.4039127141067,16,17,48175.3707982642,56261.2785918017,48780.7203102549,0.0519802508960708,0.361561163063031,0.449512263486922,1.16229635574023
0.0657359798012536,1.02504811781225,0.469827662259298,0.10505828164826,0.214299194226512,0,2,0.811073426549953,0.445781049196738,-0.0136750735960066,0.0135765091214806,21.4039127141067,16,17,48175.3707982642,56261.2785918017,48780.7203102549,0.0519802508960708,0.361561163063031,0.449512263486922,1.68790811104246
0.0657359798012536,1.02504811781225,0.469827662259298,0.10505828164826,0.214299194226512,0,2,0.811073426549953,0.445781049196738,-0.0136750735960066,0.0135765091214806,21.4039127141067,16,17,48175.3707982642,56261.2785918017,48780.7203102549,0.0519802508960708,0.361561163063031,0.449512263486922,1.75848429782944
0.0657359798012536,1.02504811781225,0.469827662259298,0.10505828164826,0.214299194226512,0,2,0.811073426549953,0.445781049196738,-0.0136750735960066,0.0135765091214806,21.4039127141067,16,17,48175.3707982642,56261.2785918017,48780.7203102549,0.0519802508960708,0.361561163063031,0.449512263486922,1.56530388523967
0.0657359798012536,1.02504811781225,0.469827662259298,0.10505828164826,0.214299194226512,0,2,0.811073426549953,0.445781049196738,-0.0136750735960066,0.0135765091214806,21.4039127141067,16,17,48175.3707982642,56261.2785918017,48780.7203102549,0.0519802508960708,0.361561163063031,0.449512263486922,1.59047899622933
0.0657359798012536,1.02504811781225,0.469827662259298,0.10505828164826,0.214299194226512,0,2,0.811073426549953,0.445781049196738,-0.0136750735960066,0.0135765091214806,21.4039127141067,16,17,48175.3707982642,56261.2785918017,48780.7203102549,0.0519802508960708,0.361561163063031,0.449512263486922,1.60487587953027
0.0657359798012536,1.02504811781225,0.469827662259298,0.10505828164826,0.214299194226512,0,2,0.811073426549953,0.445781049196738,-0.0136750735960066,0.0135765091214806,21.4039127141067,16,17,48175.3707982642,56261.2785918017,48780.7203102549,0.0519802508960708,0.361561163063031,0.449512263486922,1.52014565015274
0.0657359798012536,1.02504811781225,0.469827662259298,0.10505828164826,0.214299194226512,0,2,0.811073426549953,0.445781049196738,-0.0136750735960066,0.0135765091214806,21.4039127141067,16,17,48175.3707982642,56261.2785918017,48780.7203102549,0.0519802508960708,0.361561163063031,0.449512263486922,1.57563393314743
0.0657359798012536,1.02504811781225,0.469827662259298,0.10505828164826,0.214299194226512,0,2,0.811073426549953,0.445781049196738,-0.0136750735960066,0.0135765091214806,21.4039127141067,16,17,48175.3707982642,56261.2785918017,48780.7203102549,0.0519802508960708,0.361561163063031,0.449512263486922,1.27188304903663
0.0657359798012536,1.02504811781225,0.469827662259298,0.10505828164826,0.214299194226512,0,2,0.811073426549953,0.445781049196738,-0.0136750735960066,0.0135765091214806,21.4039127141067,16,17,48175.3707982642,56261.2785918017,48780.7203102549,0.0519802508960708,0.361561163063031,0.449512263486922,1.11897733374693
0.0657359798012536,1.02504811781225,0.469827662259298,0.10505828164826,0.214299194226512,0,2,0.811073426549953,0.445781049196738,-0.0136750735960066,0.0135765091214806,21.4039127141067,16,17,48175.3707982642,56261.2785918017,48780.7203102549,0.0519802508960708,0.361561163063031,0.449512263486922,1.77746449833868
0.0581289369595359,1.04553560938114,0.479334444385617,0.09483742877309,0.209579929102865,0,1,0.803828990795258,0.451399466828133,-0.0117148320888547,0.0204170576978173,20.8448192692033,16,18,52816.7039224917,44528.5028369499,41369.9941349579,0.0445987869048278,0.362847977865975,0.440981012929283,1.6934802547394
0.0581289369595359,1.04553560938114,0.479334444385617,0.09483742877309,0.209579929102865,0,1,0.803828990795258,0.451399466828133,-0.0117148320888547,0.0204170576978173,20.8448192692033,16,18,52816.7039224917,44528.5028369499,41369.9941349579,0.0445987869048278,0.362847977865975,0.440981012929283,1.49318017656986
0.0581289369595359,1.04553560938114,0.479334444385617,0.09483742877309,0.209579929102865,0,1,0.803828990795258,0.451399466828133,-0.0117148320888547,0.0204170576978173,20.8448192692033,16,18,52816.7039224917,44528.5028369499,41369.9941349579,0.0445987869048278,0.362847977865975,0.440981012929283,1.76211142213345
0.0581289369595359,1.04553560938114,0.479334444385617,0.09483742877309,0.209579929102865,0,1,0.803828990795258,0.451399466828133,-0.0117148320888547,0.0204170576978173,20.8448192692033,16,18,52816.7039224917,44528.5028369499,41369.9941349579,0.0445987869048278,0.362847977865975,0.440981012929283,1.62430557328057
0.0581289369595359,1.04553560938114,0.479334444385617,0.09483742877309,0.209579929102865,0,1,0.803828990795258,0.451399466828133,-0.0117148320888547,0.0204170576978173,20.8448192692033,16,18,52816.7039224917,44528.5028369499,41369.9941349579,0.0445987869048278,0.362847977865975,0.440981012929283,1.7229825964333
0.0581289369595359,1.04553560938114,0.479334444385617,0.09483742877309,0.209579929102865,0,1,0.803828990795258,0.451399466828133,-0.0117148320888547,0.0204170576978173,20.8448192692033,16,18,52816.7039224917,44528.5028369499,41369.9941349579,0.0445987869048278,0.362847977865975,0.440981012929283,1.28171618883742
0.0581289369595359,1.04553560938114,0.479334444385617,0.09483742877309,0.209579929102865,0,1,0.803828990795258,0.451399466828133,-0.0117148320888547,0.0204170576978173,20.8448192692033,16,18,52816.7039224917,44528.5028369499,41369.9941349579,0.0445987869048278,0.362847977865975,0.440981012929283,1.69737634763971
0.0677636405524922,0.978661844765577,0.455098001980127,0.0966354302257436,0.219538840680128,0,0,0.791840720603538,0.332583468314392,0.0252620643217838,0.0229379032565291,22.8514124536135,17,17,66585.0990891742,40386.9773598087,32466.6895592087,0.047767272793458,0.263353133210892,0.528487587392646,1.89517125403482
0.0810965403869073,0.910475681129411,0.453824264875736,0.104013898235013,0.209175205389219,1,0,0.800674049815379,0.176735480197229,0.0377555503750937,0.0174867893890934,18.3073661367384,19,16,69855.5528734405,53266.7854825812,31840.2504746921,0.0509949396032588,0.141507512675581,0.659166537139798,1.27001125671084
0.07724401521125,0.859395249106185,0.475836572258945,0.100874943580332,0.21856694450278,0,0,0.775372772360347,0.137931422138581,0.0336864173697097,0.00927472386348149,21.0151027475634,19,16,76873.92336133,74106.005856373,30384.4458203008,0.051700989964144,0.106948269179197,0.66842450318115,1.15160322427514
0.0653456921724677,0.898115381340704,0.436473622225946,0.0924781246708695,0.217151232364781,0,0,0.754129144173551,0.0806497674097865,0.0214636188802735,0.0267580416013478,20.9229029747548,20,16,56983.544279578,79876.5619662127,28921.7636592656,0.0555390103769884,0.0608203400745382,0.693308804099013,1.5543144766306
0.0653456921724677,0.898115381340704,0.436473622225946,0.0924781246708695,0.217151232364781,0,0,0.754129144173551,0.0806497674097865,0.0214636188802735,0.0267580416013478,20.9229029747548,20,16,56983.544279578,79876.5619662127,28921.7636592656,0.0555390103769884,0.0608203400745382,0.693308804099013,1.90730419203349
0.0584657707123449,0.86094377986027,0.450436574555968,0.0956536925667597,0.216553389020427,0,0,0.766643622055383,0.0580927397515642,0.0213351016996325,0.0155045451111554,24.9505990978175,20,16,58187.4806969445,56913.1693881294,19540.7243947743,0.0540200261276549,0.0445364284182599,0.722107193637123,1.74767026957344
0.0584657707123449,0.86094377986027,0.450436574555968,0.0956536925667597,0.216553389020427,0,0,0.766643622055383,0.0580927397515642,0.0213351016996325,0.0155045451111554,24.9505990978175,20,16,58187.4806969445,56913.1693881294,19540.7243947743,0.0540200261276549,0.0445364284182599,0.722107193637123,1.50386706367212
0.0515825544184324,0.863731106174785,0.488165600406581,0.101543275223324,0.215130375335605,0,0,0.767640909141878,0.0606907238859997,0.00547759796087278,0.0195340615022674,28.3402613644459,20,15,64948.8012472142,59272.8084360444,18194.1605027856,0.0463037657129612,0.0465886824603275,0.721052226681551,1.58947468529747
0.0515825544184324,0.863731106174785,0.488165600406581,0.101543275223324,0.215130375335605,0,0,0.767640909141878,0.0606907238859997,0.00547759796087278,0.0195340615022674,28.3402613644459,20,15,64948.8012472142,59272.8084360444,18194.1605027856,0.0463037657129612,0.0465886824603275,0.721052226681551,1.87854667187189
0.0515825544184324,0.863731106174785,0.488165600406581,0.101543275223324,0.215130375335605,0,0,0.767640909141878,0.0606907238859997,0.00547759796087278,0.0195340615022674,28.3402613644459,20,15,64948.8012472142,59272.8084360444,18194.1605027856,0.0463037657129612,0.0465886824603275,0.721052226681551,1.48537113824944
0.0515825544184324,0.863731106174785,0.488165600406581,0.101543275223324,0.215130375335605,0,0,0.767640909141878,0.0606907238859997,0.00547759796087278,0.0195340615022674,28.3402613644459,20,15,64948.8012472142,59272.8084360444,18194.1605027856,0.0463037657129612,0.0465886824603275,0.721052226681551,1.27475892926241
0.0515825544184324,0.863731106174785,0.488165600406581,0.101543275223324,0.215130375335605,0,0,0.767640909141878,0.0606907238859997,0.00547759796087278,0.0195340615022674,28.3402613644459,20,15,64948.8012472142,59272.8084360444,18194.1605027856,0.0463037657129612,0.0465886824603275,0.721052226681551,1.35324428999721
0.0686458827644997,0.886370604020024,0.422952601477976,0.111834182806095,0.207388886092691,0,0,0.711685458406138,0.0668353208637096,0.0371045310301196,0.0506993388278072,26.989835170665,21,15,81865.6580085841,31656.7937788903,29272.341378263,0.0570713075828247,0.0475657259666104,0.664119732439527,1.37130007023969
0.0686458827644997,0.886370604020024,0.422952601477976,0.111834182806095,0.207388886092691,0,0,0.711685458406138,0.0668353208637096,0.0371045310301196,0.0506993388278072,26.989835170665,21,15,81865.6580085841,31656.7937788903,29272.341378263,0.0570713075828247,0.0475657259666104,0.664119732439527,1.86821847065628
0.0686458827644997,0.886370604020024,0.422952601477976,0.111834182806095,0.207388886092691,0,0,0.711685458406138,0.0668353208637096,0.0371045310301196,0.0506993388278072,26.989835170665,21,15,81865.6580085841,31656.7937788903,29272.341378263,0.0570713075828247,0.0475657259666104,0.664119732439527,1.47438812221117
0.0644079483444365,0.914319613992236,0.423589031009749,0.107325693244775,0.198867838353097,0,0,0.678910236770518,0.0515863250148815,0.0403206567178861,0.076093690380988,22.8587935384219,22,15,70881.1232372525,36171.3613586764,24538.1690471587,0.0572503247430759,0.0350224841299741,0.643887752640544,1.73876454917186
0.0798059658053249,0.906879091831089,0.402987061376807,0.121071448269219,0.186447862723275,1,0,0.716126416407646,0.0566133280761803,0.037407991467883,0.0482881035206185,15.4102401592874,23,14,60329.3918975211,45959.183232051,20032.6937363164,0.0482265220508146,0.0405422997561054,0.67558411665154,1.43285268653138
0.0593514617104535,0.966445704141032,0.413174973882785,0.120177752560187,0.1891625226896,3,0,0.702409400439706,0.0709901140407597,0.0470024268750729,0.065470017612829,16.6552159975338,22,14,93021.0772700266,35370.0918091858,15929.4979008047,0.0469368921132348,0.0498641234405163,0.65254527699919,1.96694559964387
0.0582248965971917,1.02644204296031,0.346362517861445,0.124379873254455,0.18184654202239,2,1,0.707204373031793,0.044679687104697,0.0340717333560899,0.0672079368590971,16.4006632992415,21,15,80617.3062366815,50654.7896178052,15887.509861969,0.0406282309687871,0.031597670106134,0.675606702925659,1.84289637333861
0.0582248965971917,1.02644204296031,0.346362517861445,0.124379873254455,0.18184654202239,2,1,0.707204373031793,0.044679687104697,0.0340717333560899,0.0672079368590971,16.4006632992415,21,15,80617.3062366815,50654.7896178052,15887.509861969,0.0406282309687871,0.031597670106134,0.675606702925659,1.23475329220694
0.0582248965971917,1.02644204296031,0.346362517861445,0.124379873254455,0.18184654202239,2,1,0.707204373031793,0.044679687104697,0.0340717333560899,0.0672079368590971,16.4006632992415,21,15,80617.3062366815,50654.7896178052,15887.509861969,0.0406282309687871,0.031597670106134,0.675606702925659,1.99412765142573
0.0563460703723099,1.05132074689168,0.34166959480628,0.11894512112891,0.188438898919699,3,1,0.734040676397332,0.0416508215627349,-0.0113630539230919,0.0608592474527894,15.8488314899717,20,15,107409.299971398,55319.1905292057,13362.019147579,0.0511185526688967,0.0305733972324145,0.703467279164918,1.54419324272121
0.0563460703723099,1.05132074689168,0.34166959480628,0.11894512112891,0.188438898919699,3,1,0.734040676397332,0.0416508215627349,-0.0113630539230919,0.0608592474527894,15.8488314899717,20,15,107409.299971398,55319.1905292057,13362.019147579,0.0511185526688967,0.0305733972324145,0.703467279164918,1.67287051780908
0.0660751580789289,1.01850168923162,0.391229260231247,0.116916821181354,0.182237105605695,3,1,0.730398772518952,0.041749799140895,-0.00298486564610013,0.076509256186645,17.2848327375109,20,14,101690.372168156,40568.3306854655,16947.7451058526,0.0560154531628205,0.0304940020454225,0.699904770473529,1.83292656900441
0.0591496185139622,0.987897176764851,0.386615913353402,0.112382648518834,0.1826901577513,4,0,0.72206310485656,0.0377202420104523,-0.0348118113823775,0.0750606069676061,20.5482431952784,21,14,84950.8732572532,42731.1985400073,12483.3421761143,0.0588104990717626,0.0272363950620081,0.694826709794552,1.06671617501611
0.0443930964187202,0.965398692819872,0.40347948884399,0.118104939445132,0.18982238876928,2,1,0.666848648072782,0.0557922692964841,-0.0212206189641185,0.08165918476724,31.6242662321956,21,15,77596.7367232513,35473.2446002254,15196.3241890172,0.05087481848036,0.037204999353273,0.629643648719509,1.1483553007334
0.0443930964187202,0.965398692819872,0.40347948884399,0.118104939445132,0.18982238876928,2,1,0.666848648072782,0.0557922692964841,-0.0212206189641185,0.08165918476724,31.6242662321956,21,15,77596.7367232513,35473.2446002254,15196.3241890172,0.05087481848036,0.037204999353273,0.629643648719509,1.34558297210032
0.0443930964187202,0.965398692819872,0.40347948884399,0.118104939445132,0.18982238876928,2,1,0.666848648072782,0.0557922692964841,-0.0212206189641185,0.08165918476724,31.6242662321956,21,15,77596.7367232513,35473.2446002254,15196.3241890172,0.05087481848036,0.037204999353273,0.629643648719509,1.40489209863457
0.0679109091861619,0.97421720341559,0.310256054924459,0.115115072000917,0.188303785064698,3,1,0.690623627226054,0.033990752867375,0.00529699887440715,0.0712077619509392,24.1738190848551,22,15,80341.6085022846,39142.5823168402,19872.0126063607,0.0484458867869694,0.023474817037411,0.667148810188643,1.6005852678568
0.0679109091861619,0.97421720341559,0.310256054924459,0.115115072000917,0.188303785064698,3,1,0.690623627226054,0.033990752867375,0.00529699887440715,0.0712077619509392,24.1738190848551,22,15,80341.6085022846,39142.5823168402,19872.0126063607,0.0484458867869694,0.023474817037411,0.667148810188643,1.19751837414129
0.0679109091861619,0.97421720341559,0.310256054924459,0.115115072000917,0.188303785064698,3,1,0.690623627226054,0.033990752867375,0.00529699887440715,0.0712077619509392,24.1738190848551,22,15,80341.6085022846,39142.5823168402,19872.0126063607,0.0484458867869694,0.023474817037411,0.667148810188643,1.16711522601621
0.0679109091861619,0.97421720341559,0.310256054924459,0.115115072000917,0.188303785064698,3,1,0.690623627226054,0.033990752867375,0.00529699887440715,0.0712077619509392,24.1738190848551,22,15,80341.6085022846,39142.5823168402,19872.0126063607,0.0484458867869694,0.023474817037411,0.667148810188643,1.91294862493492
0.0679109091861619,0.97421720341559,0.310256054924459,0.115115072000917,0.188303785064698,3,1,0.690623627226054,0.033990752867375,0.00529699887440715,0.0712077619509392,24.1738190848551,22,15,80341.6085022846,39142.5823168402,19872.0126063607,0.0484458867869694,0.023474817037411,0.667148810188643,1.30025085944996
0.0679109091861619,0.97421720341559,0.310256054924459,0.115115072000917,0.188303785064698,3,1,0.690623627226054,0.033990752867375,0.00529699887440715,0.0712077619509392,24.1738190848551,22,15,80341.6085022846,39142.5823168402,19872.0126063607,0.0484458867869694,0.023474817037411,0.667148810188643,1.22715630243067
0.0764819326544522,0.92658182492076,0.300376081938697,0.114219261455621,0.198117221999408,3,2,0.712835932140523,0.0462863308111559,0.0436192917608085,0.0554808441660149,23.2316307724173,23,15,72535.0557596256,38230.5144674358,22217.0149694874,0.0472302218501871,0.0329945597691349,0.679841372371388,1.26748978558292
0.0816394744592214,0.841621635852421,0.408593683929434,0.112998866198146,0.214408406523689,1,3,0.739560638288851,0.0222485266347054,0.00252855389991036,0.0323029073875189,16.3622707186226,24,17,60506.9894866171,44266.9161417833,20979.8307213544,0.0531882552410008,0.0164541345589493,0.723106503729902,1.44247988715721
