"time","date","rel_inc","rel_inc_reported","rel_inc_prop","ag_positive","ag_number","pcr_positive","pcr_number","pcr_positive_prop","rel_pcr_positive","rel_pcr_positive_prop","positive","number","positive_prop","rel_positive","rel_positive_prop","cli_percent","cli_count","cli_rel_count","cli_rel_percent"
75,2020-05-15,1,1.15720202279873,0.956264787831268,0,0,556,7128,0.0780022446689113,1.16005961251863,0.939072761460576,556,7128,0.0780022446689113,1.16005961251863,0.939072761460576,5.252842,134,1.13148371531966,1.11099302516749
76,2020-05-16,0.952077503465112,0.587687965498086,0.897709901213518,0,0,268,3572,0.0750279955207167,0.559165424739195,0.903265633438527,268,3572,0.0750279955207167,0.559165424739195,0.903265633438527,4.008016,100,0.844390832328106,0.847708311188442
77,2020-05-17,0.913010989485114,0.434376540424515,0.913033617551768,0,0,194,2507,0.0773833266852812,0.404769001490313,0.931621578196913,194,2507,0.0773833266852812,0.404769001490313,0.931621578196913,3.525913,83,0.700844390832328,0.745741971745466
78,2020-05-18,0.884242699893395,1.1298794985789,1.07081424368936,0,0,541,6061,0.0892591981521201,1.12876304023845,1.0745957638816,541,6061,0.0892591981521201,1.12876304023845,1.0745957638816,4.901961,135,1.13992762364294,1.03678056195924
79,2020-05-19,0.847802983861834,0.918280441305219,0.915612301035378,0,0,449,5763,0.0779108103418358,0.936810730253353,0.937971979215353,449,5763,0.0779108103418358,0.936810730253353,0.937971979215353,3.377609,89,0.751507840772014,0.7143751974156
80,2020-05-20,0.824853566414206,1.01855959184481,0.99339205111723,0,0,506,5904,0.0857046070460705,1.05573770491803,1.03180187121877,506,5904,0.0857046070460705,1.05573770491803,1.03180187121877,3.062382,81,0.683956574185766,0.647703670203383
81,2020-05-21,0.813829816686112,0.943712838803507,0.823267423007814,0,0,454,6671,0.0680557637535602,0.947242921013413,0.819326601082239,454,6671,0.0680557637535602,0.947242921013413,0.819326601082239,4.06015,108,0.911942098914355,0.858734820337981
82,2020-05-22,0.692957740908462,0.902124010577806,0.762138366601216,0,0,435,6913,0.0629249240561261,0.907600596125186,0.757556176093415,435,6913,0.0629249240561261,0.907600596125186,0.757556176093415,3.79842,101,0.852834740651387,0.803378081171433
83,2020-05-23,0.698175238512995,0.427042043364692,0.686698292079452,0,0,182,3267,0.0557086011631466,0.37973174366617,0.670678518976422,182,3267,0.0557086011631466,0.37973174366617,0.670678518976422,3.928433,101,0.852834740651387,0.830876250006723
84,2020-05-24,0.679075035190442,0.357210292327855,0.761243426955941,0,0,161,2460,0.0654471544715447,0.33591654247392,0.787921428930696,161,2460,0.0654471544715447,0.33591654247392,0.787921428930696,2.463988,65,0.548854041013269,0.521141409183144
85,2020-05-25,0.640878152083831,0.283774968135347,0.638842267759907,0,0,112,2129,0.0526068576796618,0.233681073025335,0.633336480542247,112,2129,0.0526068576796618,0.233681073025335,0.633336480542247,3.25477,87,0.734620024125452,0.688394352718853
86,2020-05-26,0.598844674872676,0.954802924536951,0.741035080007523,0,0,468,7480,0.0625668449197861,0.97645305514158,0.753245244211755,468,7480,0.0625668449197861,0.97645305514158,0.753245244211755,2.984085,90,0.759951749095296,0.631143602169443
87,2020-05-27,0.593349824452278,0.884858168586935,0.749556828265683,0,0,433,6864,0.0630827505827506,0.903427719821162,0.759456257210542,433,6864,0.0630827505827506,0.903427719821162,0.759456257210542,3.122704,85,0.71773220747889,0.660461967761953
88,2020-05-28,0.574010128375451,0.676334657057234,0.556352274759239,0,0,326,7094,0.0459543276007894,0.680178837555887,0.553246352131415,326,7094,0.0459543276007894,0.680178837555887,0.553246352131415,2.762632,76,0.641737032569361,0.584305578409654
89,2020-05-29,0.631098247399143,0.60788967009972,0.519026605216809,0,0,290,6815,0.0425531914893617,0.605067064083458,0.512299911502448,290,6815,0.0425531914893617,0.605067064083458,0.512299911502448,2.740227,75,0.63329312424608,0.579566848646056
90,2020-05-30,0.585067926990844,0.388578090421908,0.587869858866407,0,0,184,3642,0.0505216913783635,0.383904619970194,0.608233063519106,184,3642,0.0505216913783635,0.383904619970194,0.608233063519106,1.912978,51,0.430639324487334,0.404601016992109
91,2020-05-31,0.533202590879428,0.221832419790062,0.481779265802677,0,0,97,2373,0.0408765276021913,0.202384500745156,0.492114474618555,97,2373,0.0408765276021913,0.202384500745156,0.492114474618555,1.838092,47,0.39686369119421,0.388762386459781
92,2020-06-01,0.525518544419057,0.683391801301192,0.598935736088054,0,0,341,6566,0.0519342065184283,0.711475409836066,0.625238400978506,341,6566,0.0519342065184283,0.711475409836066,0.625238400978506,1.712559,51,0.430639324487334,0.362211752073986
93,2020-06-02,0.508204271751109,0.632590681678858,0.570665151534794,0,0,309,6396,0.0483114446529081,0.644709388971684,0.581623797275645,309,6396,0.0483114446529081,0.644709388971684,0.581623797275645,2.231821,62,0.523522316043426,0.472037339867131
94,2020-06-03,0.487078645019676,0.521800815807025,0.461654506247949,0,0,250,6524,0.0383200490496628,0.521609538002981,0.461336906817425,250,6524,0.0383200490496628,0.521609538002981,0.461336906817425,2.196245,62,0.523522316043426,0.464512901122665
95,2020-06-04,0.479675474913664,0.622546331834631,0.483076431653863,0,0,305,7521,0.0405531179364446,0.636363636363636,0.48822093015474,305,7521,0.0405531179364446,0.636363636363636,0.48822093015474,2.065103,59,0.498190591073583,0.436775945145974
96,2020-06-05,0.45963725530733,0.486689761424085,0.374271913042848,0,0,234,7569,0.0309155766944114,0.48822652757079,0.372194109307962,234,7569,0.0309155766944114,0.48822652757079,0.372194109307962,1.857996,56,0.472858866103739,0.39297214665682
97,2020-06-06,0.424456053744748,0.240698703301879,0.361687872984692,0,0,103,3502,0.0294117647058824,0.214903129657228,0.354089644714927,103,3502,0.0294117647058824,0.214903129657228,0.354089644714927,2.033406,56,0.472858866103739,0.430071927412576
98,2020-06-07,0.417106887259352,0.170010229047979,0.367728031053189,0,0,73,2346,0.0311167945439045,0.15230998509687,0.37461658064043,73,2346,0.0311167945439045,0.15230998509687,0.37461658064043,1.445515,39,0.329312424607961,0.305731084768015
99,2020-06-08,0.391503670052979,0.543124264056851,0.396199178270079,0,0,269,7962,0.0337854810349158,0.561251862891207,0.406745025189993,269,7962,0.0337854810349158,0.561251862891207,0.406745025189993,1.424501,45,0.379975874547648,0.301286555990856
100,2020-06-09,0.365376560199475,0.386322270740788,0.301972974624481,0,0,181,7426,0.0243738217075141,0.377645305514158,0.293437607537795,181,7426,0.0243738217075141,0.377645305514158,0.293437607537795,1.790948,55,0.464414957780458,0.378791278404657
101,2020-06-10,0.356444857521406,0.470356650409252,0.336838105908777,0,0,228,8192,0.02783203125,0.475707898658718,0.335071157938247,228,8192,0.02783203125,0.475707898658718,0.335071157938247,1.667779,50,0.422195416164053,0.35274063764355
102,2020-06-11,0.351576621681627,0.443323811390018,0.374371328044967,0,0,219,6851,0.0319661363304627,0.456929955290611,0.384841847109524,219,6851,0.0319661363304627,0.456929955290611,0.384841847109524,1.324503,38,0.32086851628468,0.280136656463953
103,2020-06-12,0.324347722913247,0.30379999244956,0.276452740255911,0,0,142,6241,0.0227527639801314,0.296274217585693,0.273921615876249,142,6241,0.0227527639801314,0.296274217585693,0.273921615876249,1.414791,44,0.371531966224367,0.299232859672867
104,2020-06-13,0.30943513722924,0.178176784555396,0.3109864449603,0,0,76,2943,0.0258239891267414,0.158569299552906,0.310896242590341,76,2943,0.0258239891267414,0.158569299552906,0.310896242590341,1.474201,42,0.354644149577805,0.311798266289933
105,2020-06-14,0.296787467708388,0.135932578169522,0.293994423610754,0,0,58,2326,0.0249355116079106,0.121013412816692,0.30019981916502,58,2326,0.0249355116079106,0.121013412816692,0.30019981916502,1.125968,32,0.270205066344994,0.238145863622358
106,2020-06-15,0.275998482721178,0.352521972678195,0.250588837137232,0,0,163,8236,0.0197911607576493,0.340089418777943,0.23826673275985,163,8236,0.0197911607576493,0.340089418777943,0.23826673275985,1.709136,55,0.464414957780458,0.361487776533669
107,2020-06-16,0.275555595504972,0.28193417095274,0.194460066511823,0,0,138,8527,0.0161838864782456,0.287928464977645,0.194838584848416,138,8527,0.0161838864782456,0.287928464977645,0.194838584848416,0.903312,27,0.227985524728589,0.191053401482493
108,2020-06-17,0.275555595504972,0.381822963763283,0.243948785380636,0,0,184,9300,0.0197849462365591,0.383904619970194,0.238191915842644,184,9300,0.0197849462365591,0.383904619970194,0.238191915842644,1.398374,43,0.363088057901086,0.295760611222567
109,2020-06-18,0.272858650376893,0.297800916479554,0.216699686210101,0,0,146,8041,0.0181569456535257,0.304619970193741,0.218592338809215,146,8041,0.0181569456535257,0.304619970193741,0.218592338809215,0.944032,28,0.23642943305187,0.199665812818074
110,2020-06-19,0.268607932635697,0.300699781936112,0.274738966890475,0,0,139,6232,0.0223042362002567,0.290014903129657,0.268521768440749,139,6232,0.0223042362002567,0.290014903129657,0.268521768440749,1.56354,47,0.39686369119421,0.330693752938006
111,2020-06-20,0.270015837945993,0.178176784555396,0.223920626411163,0,0,76,4248,0.0178907721280603,0.158569299552906,0.21538786298102,76,4248,0.0178907721280603,0.158569299552906,0.21538786298102,1.421801,42,0.354644149577805,0.300715497282456
112,2020-06-21,0.265790360245857,0.11705396227297,0.180238421498274,0,0,43,3106,0.0138441725692209,0.0897168405365127,0.166670656977857,43,3106,0.0138441725692209,0.0897168405365127,0.166670656977857,1.429521,43,0.363088057901086,0.30234830218203
113,2020-06-22,0.26737289643853,0.322766948489822,0.180024751971087,0,0,153,10705,0.0142923867351705,0.319225037257824,0.172066728800285,153,10705,0.0142923867351705,0.319225037257824,0.172066728800285,1.189802,42,0.354644149577805,0.251646960508299
114,2020-06-23,0.267358514648752,0.291789508124812,0.16680268586672,0,0,141,10440,0.0135057471264368,0.294187779433681,0.162596336854728,141,10440,0.0135057471264368,0.294187779433681,0.162596336854728,0.967644,32,0.270205066344994,0.20465982697465
115,2020-06-24,0.266607749267877,0.35224461986233,0.173205940339243,0,0,166,12614,0.0131599809735215,0.346348733233979,0.158433641570561,166,12614,0.0131599809735215,0.346348733233979,0.158433641570561,1.447527,48,0.405307599517491,0.306156629257386
116,2020-06-25,0.266541125626731,0.308878669828263,0.152004949467484,0,0,151,12343,0.0122336547030706,0.3150521609538,0.147281555210762,151,12343,0.0122336547030706,0.3150521609538,0.147281555210762,0.919681,30,0.253317249698432,0.194515497777977
117,2020-06-26,0.266915627432545,0.300599109407668,0.173864301697837,0,0,134,10563,0.0126857900217741,0.279582712369598,0.152724833979098,134,10563,0.0126857900217741,0.279582712369598,0.152724833979098,1.721579,58,0.489746682750302,0.364119511166494
118,2020-06-27,0.278517273428385,0.172921426889273,0.181449582108706,0,0,75,5236,0.0143239113827349,0.156482861400894,0.172446255542984,75,5236,0.0143239113827349,0.156482861400894,0.172446255542984,1.241019,38,0.32086851628468,0.262479521200207
119,2020-06-28,0.281415851249148,0.116587596784951,0.155477358380816,0,0,45,3775,0.0119205298013245,0.0938897168405365,0.1435118295136,45,3775,0.0119205298013245,0.0938897168405365,0.1435118295136,1.24427,38,0.32086851628468,0.263167118185766
120,2020-06-29,0.289663412187488,0.325388461130517,0.163436219054165,0,0,149,12400,0.0120161290322581,0.310879284649776,0.144662753235953,149,12400,0.0120161290322581,0.310879284649776,0.144662753235953,1.571595,54,0.455971049457177,0.332397411418068
121,2020-06-30,0.271987257734257,0.373001030095693,0.171234697073172,0,0,182,13516,0.0134655223438887,0.37973174366617,0.162112068770048,182,13516,0.0134655223438887,0.37973174366617,0.162112068770048,1.197799,37,0.312424607961399,0.253338351801291
122,2020-07-01,0.261150758909069,0.372534664607674,0.179469708148074,0,0,184,12658,0.0145362616527097,0.383904619970194,0.175002750619101,184,12658,0.0145362616527097,0.383904619970194,0.175002750619101,1.038624,32,0.270205066344994,0.219672325908825
123,2020-07-02,0.264717334910536,0.366611596396643,0.176805792797532,0,0,175,12834,0.0136356552906343,0.365126676602086,0.164160307468741,175,12834,0.0136356552906343,0.365126676602086,0.164160307468741,1.374046,45,0.379975874547648,0.290615160756652
124,2020-07-03,0.262841302342973,0.176866028235049,0.174266174401619,0,0,78,5660,0.0137809187279152,0.16274217585693,0.165909140951235,78,5660,0.0137809187279152,0.16274217585693,0.165909140951235,1.179554,36,0.303980699638118,0.249479475455081
125,2020-07-04,0.262234642495672,0.09706593511296,0.227153656999144,0,0,40,2079,0.0192400192400192,0.0834575260804769,0.231631513618231,40,2079,0.0192400192400192,0.0834575260804769,0.231631513618231,0.883452,26,0.219541616405308,0.186852947427368
126,2020-07-05,0.251369380090929,0.141553628795219,0.165570534505132,0,0,52,4228,0.0122989593188269,0.10849478390462,0.14806776060927,52,4228,0.0122989593188269,0.10849478390462,0.14806776060927,1.527615,52,0.439083232810615,0.323095499567899
127,2020-07-06,0.236629663520051,0.312256233157576,0.137451001656535,0,0,151,13984,0.0107980549199085,0.3150521609538,0.129998300626891,151,13984,0.0107980549199085,0.3150521609538,0.129998300626891,0.967008,34,0.287092882991556,0.204525310923338
128,2020-07-07,0.246164502506926,0.368754411164583,0.177201529990566,0,0,164,13516,0.0121337673868008,0.342175856929955,0.14607900702356,164,13516,0.0121337673868008,0.342175856929955,0.14607900702356,2.162162,72,0.607961399276236,0.457304236693622
129,2020-07-08,0.256100845109922,0.296477827774472,0.133470379787029,0,0,139,14150,0.00982332155477032,0.290014903129657,0.11826343893447,139,14150,0.00982332155477032,0.290014903129657,0.11826343893447,1.27815,42,0.354644149577805,0.270332847460067
130,2020-07-09,0.253459665371706,0.263433580400497,0.137875570114562,0,0,125,11678,0.0107038876519952,0.26080476900149,0.128864616375958,125,11678,0.0107038876519952,0.26080476900149,0.128864616375958,1.035323,34,0.287092882991556,0.218974153761999
131,2020-07-10,0.25491981253337,0.243609901143173,0.135630879552019,0,0,105,11335,0.00926334362593736,0.219076005961252,0.111521837814935,105,11335,0.00926334362593736,0.219076005961252,0.111521837814935,1.667172,55,0.464414957780458,0.352612255185772
132,2020-07-11,0.245667611670103,0.166620333333933,0.175164418608217,0,0,64,5019,0.0127515441322973,0.133532041728763,0.153516450866643,64,5019,0.0127515441322973,0.133532041728763,0.153516450866643,1.749364,55,0.464414957780458,0.369996128282387
133,2020-07-12,0.239873979567072,0.123065370627711,0.149262071941468,0,0,48,4209,0.0114041339985745,0.100149031296572,0.137294915698447,48,4209,0.0114041339985745,0.100149031296572,0.137294915698447,1.214953,39,0.329312424607961,0.256966478128663
134,2020-07-13,0.241173877636137,0.322477263289223,0.152611670202484,0,0,147,13252,0.0110926652580743,0.306706408345753,0.133545128605886,147,13252,0.0110926652580743,0.306706408345753,0.133545128605886,1.532887,55,0.464414957780458,0.324210544571857
135,2020-07-14,0.233007322128721,0.303989005121715,0.13130924663231,0,0,143,14733,0.00970610194800787,0.298360655737705,0.116852226471457,143,14733,0.00970610194800787,0.298360655737705,0.116852226471457,1.236021,42,0.354644149577805,0.26142242807999
136,2020-07-15,0.231853291362477,0.255922403053254,0.118152223641771,0,0,121,13474,0.00898025827519668,0.252459016393443,0.108113759711831,121,13474,0.00898025827519668,0.252459016393443,0.108113759711831,0.985793,34,0.287092882991556,0.208498399011228
137,2020-07-16,0.229224731644791,0.272532866883952,0.139862835934192,0,0,124,12205,0.0101597705858255,0.258718330849478,0.122313964942084,124,12205,0.0101597705858255,0.258718330849478,0.122313964942084,1.408029,47,0.39686369119421,0.297802674863162
138,2020-07-17,0.221164421609358,0.186444012591257,0.0985179023449086,0,0,84,11841,0.00709399543957436,0.175260804769001,0.0854049510434788,84,11841,0.00709399543957436,0.175260804769001,0.0854049510434788,1.023788,34,0.287092882991556,0.216534464057776
139,2020-07-18,0.220359652607868,0.158542117970226,0.198560533875288,0,0,57,3912,0.0145705521472393,0.11892697466468,0.175415575525953,57,3912,0.0145705521472393,0.11892697466468,0.175415575525953,1.923683,61,0.515078407720145,0.406865159019304
140,2020-07-19,0.218949985528324,0.104665452603913,0.0961037246276535,0,0,40,5964,0.00670690811535882,0.0834575260804769,0.0807447881979043,40,5964,0.00670690811535882,0.0834575260804769,0.0807447881979043,1.107946,35,0.295536791314837,0.234334152495397
