Date,County,cum_hosp
2020-07-15,Middlesex,1252
2020-07-15,New Haven,3769
2020-07-15,New London,948
2020-07-15,Tolland,54
2020-07-15,Windham,348
2020-07-16,Fairfield,5166
2020-07-16,Hartford,5840
2020-07-16,Litchfield,832
2020-07-16,Middlesex,1260
2020-07-16,New Haven,3791
2020-07-16,New London,952
2020-07-16,Tolland,54
2020-07-16,Windham,348
2020-07-17,Fairfield,5201
2020-07-17,Hartford,5854
2020-07-17,Litchfield,834
2020-07-17,Middlesex,1268
2020-07-17,New Haven,3802
2020-07-17,New London,957
2020-07-17,Tolland,54
2020-07-17,Windham,348
2020-07-18,Fairfield,5235
2020-07-18,Hartford,5862
2020-07-18,Litchfield,836
2020-07-18,Middlesex,1274
2020-07-18,New Haven,3827
2020-07-18,New London,964
2020-07-18,Tolland,54
2020-07-18,Windham,350
2020-07-19,Fairfield,5265
2020-07-19,Hartford,5878
2020-07-19,Litchfield,842
2020-07-19,Middlesex,1275
2020-07-19,New Haven,3848
2020-07-19,New London,969
2020-07-19,Tolland,54
2020-07-19,Windham,351
2020-07-20,Fairfield,5299
2020-07-20,Hartford,5891
2020-07-20,Litchfield,849
2020-07-20,Middlesex,1282
2020-07-20,New Haven,3859
2020-07-20,New London,973
2020-07-20,Tolland,54
2020-07-20,Windham,352
2020-07-21,Fairfield,5331
2020-07-21,Hartford,5904
2020-07-21,Litchfield,854
2020-07-21,Middlesex,1289
2020-07-21,New Haven,3881
2020-07-21,New London,977
2020-07-21,Tolland,54
2020-07-21,Windham,355
2020-07-22,Fairfield,5355
2020-07-22,Hartford,5908
2020-07-22,Litchfield,859
2020-07-22,Middlesex,1299
2020-07-22,New Haven,3901
2020-07-22,New London,980
2020-07-22,Tolland,54
2020-07-22,Windham,357
2020-07-23,Fairfield,5364
2020-07-23,Hartford,5918
2020-07-23,Litchfield,863
2020-07-23,Middlesex,1299
2020-07-23,New Haven,3911
2020-07-23,New London,980
2020-07-23,Tolland,54
2020-07-23,Windham,358
2020-07-24,Fairfield,5376
2020-07-24,Hartford,5940
2020-07-24,Litchfield,867
2020-07-24,Middlesex,1299
2020-07-24,New Haven,3919
2020-07-24,New London,981
2020-07-24,Tolland,54
2020-07-24,Windham,360
2020-07-25,Fairfield,5384
2020-07-25,Hartford,5981
2020-07-25,Litchfield,873
2020-07-25,Middlesex,1299
2020-07-25,New Haven,3924
2020-07-25,New London,981
2020-07-25,Tolland,54
2020-07-25,Windham,361
2020-07-26,Fairfield,5390
2020-07-26,Hartford,5998
2020-07-26,Litchfield,873
2020-07-26,Middlesex,1299
2020-07-26,New Haven,3929
2020-07-26,New London,982
2020-07-26,Tolland,54
2020-07-26,Windham,362
2020-07-27,Fairfield,5403
2020-07-27,Hartford,6025
2020-07-27,Litchfield,874
2020-07-27,Middlesex,1299
2020-07-27,New Haven,3934
2020-07-27,New London,983
2020-07-27,Tolland,54
2020-07-27,Windham,365
2020-07-28,Fairfield,5412
2020-07-28,Hartford,6061
2020-07-28,Litchfield,876
2020-07-28,Middlesex,1299
2020-07-28,New Haven,3943
2020-07-28,New London,986
2020-07-28,Tolland,54
2020-07-28,Windham,368
2020-07-29,Fairfield,5425
2020-07-29,Hartford,6088
2020-07-29,Litchfield,879
2020-07-29,Middlesex,1299
2020-07-29,New Haven,3948
2020-07-29,New London,987
2020-07-29,Tolland,54
2020-07-29,Windham,369
2020-07-30,Fairfield,5433
2020-07-30,Hartford,6114
2020-07-30,Litchfield,886
2020-07-30,Middlesex,1299
2020-07-30,New Haven,3958
2020-07-30,New London,990
2020-07-30,Tolland,54
2020-07-30,Windham,371
2020-07-31,Fairfield,5461
2020-07-31,Hartford,6152
2020-07-31,Litchfield,891
2020-07-31,Middlesex,1309
2020-07-31,New Haven,3985
2020-07-31,New London,998
2020-07-31,Tolland,54
2020-07-31,Windham,375
2020-08-01,Fairfield,5477
2020-08-01,Hartford,6185
2020-08-01,Litchfield,894
2020-08-01,Middlesex,1311
2020-08-01,New Haven,4008
2020-08-01,New London,1001
2020-08-01,Tolland,54
2020-08-01,Windham,377
2020-08-02,Fairfield,5491
2020-08-02,Hartford,6213
2020-08-02,Litchfield,900
2020-08-02,Middlesex,1321
2020-08-02,New Haven,4032
2020-08-02,New London,1006
2020-08-02,Tolland,54
2020-08-02,Windham,377
2020-08-03,Fairfield,5509
2020-08-03,Hartford,6249
2020-08-03,Litchfield,901
2020-08-03,Middlesex,1328
2020-08-03,New Haven,4053
2020-08-03,New London,1008
2020-08-03,Tolland,54
2020-08-03,Windham,378
2020-08-04,Fairfield,5545
2020-08-04,Hartford,6287
2020-08-04,Litchfield,906
2020-08-04,Middlesex,1337
2020-08-04,New Haven,4073
2020-08-04,New London,1015
2020-08-04,Tolland,54
2020-08-04,Windham,379
2020-08-05,Fairfield,5573
2020-08-05,Hartford,6321
2020-08-05,Litchfield,908
2020-08-05,Middlesex,1343
2020-08-05,New Haven,4103
2020-08-05,New London,1020
2020-08-05,Tolland,54
2020-08-05,Windham,379
2020-08-06,Fairfield,5617
2020-08-06,Hartford,6349
2020-08-06,Litchfield,912
2020-08-06,Middlesex,1351
2020-08-06,New Haven,4140
2020-08-06,New London,1023
2020-08-06,Tolland,54
2020-08-06,Windham,381
2020-08-07,Fairfield,5641
2020-08-07,Hartford,6383
2020-08-07,Litchfield,917
2020-08-07,Middlesex,1361
2020-08-07,New Haven,4164
2020-08-07,New London,1030
2020-08-07,Tolland,54
2020-08-07,Windham,383
2020-08-08,Fairfield,5664
2020-08-08,Hartford,6408
2020-08-08,Litchfield,919
2020-08-08,Middlesex,1371
2020-08-08,New Haven,4184
2020-08-08,New London,1037
2020-08-08,Tolland,54
2020-08-08,Windham,384
2020-08-09,Fairfield,5683
2020-08-09,Hartford,6431
2020-08-09,Litchfield,924
2020-08-09,Middlesex,1379
2020-08-09,New Haven,4199
2020-08-09,New London,1042
2020-08-09,Tolland,54
2020-08-09,Windham,386
2020-08-10,Fairfield,5705
2020-08-10,Hartford,6462
2020-08-10,Litchfield,926
2020-08-10,Middlesex,1386
2020-08-10,New Haven,4211
2020-08-10,New London,1045
2020-08-10,Tolland,54
2020-08-10,Windham,387
2020-08-11,Fairfield,5739
2020-08-11,Hartford,6485
2020-08-11,Litchfield,930
2020-08-11,Middlesex,1393
2020-08-11,New Haven,4223
2020-08-11,New London,1057
2020-08-11,Tolland,54
2020-08-11,Windham,388
2020-08-12,Fairfield,5758
2020-08-12,Hartford,6515
2020-08-12,Litchfield,933
2020-08-12,Middlesex,1401
2020-08-12,New Haven,4240
2020-08-12,New London,1062
2020-08-12,Tolland,54
2020-08-12,Windham,388
2020-08-13,Fairfield,5790
2020-08-13,Hartford,6535
2020-08-13,Litchfield,935
2020-08-13,Middlesex,1414
2020-08-13,New Haven,4249
2020-08-13,New London,1075
2020-08-13,Tolland,54
2020-08-13,Windham,390
2020-08-14,Fairfield,5811
2020-08-14,Hartford,6564
2020-08-14,Litchfield,939
2020-08-14,Middlesex,1423
2020-08-14,New Haven,4262
2020-08-14,New London,1080
2020-08-14,Tolland,54
2020-08-14,Windham,391
2020-08-15,Fairfield,5847
2020-08-15,Hartford,6611
2020-08-15,Litchfield,940
2020-08-15,Middlesex,1426
2020-08-15,New Haven,4284
2020-08-15,New London,1091
2020-08-15,Tolland,54
2020-08-15,Windham,394
2020-08-16,Fairfield,5863
2020-08-16,Hartford,6647
2020-08-16,Litchfield,942
2020-08-16,Middlesex,1429
2020-08-16,New Haven,4295
2020-08-16,New London,1092
2020-08-16,Tolland,54
2020-08-16,Windham,397
2020-08-17,Fairfield,5883
2020-08-17,Hartford,6675
2020-08-17,Litchfield,943
2020-08-17,Middlesex,1433
2020-08-17,New Haven,4305
2020-08-17,New London,1097
2020-08-17,Tolland,54
2020-08-17,Windham,399
2020-08-18,Fairfield,5915
2020-08-18,Hartford,6697
2020-08-18,Litchfield,945
2020-08-18,Middlesex,1441
2020-08-18,New Haven,4314
2020-08-18,New London,1105
2020-08-18,Tolland,59
2020-08-18,Windham,401
2020-08-19,Fairfield,5947
2020-08-19,Hartford,6736
2020-08-19,Litchfield,951
2020-08-19,Middlesex,1449
2020-08-19,New Haven,4326
2020-08-19,New London,1111
2020-08-19,Tolland,59
2020-08-19,Windham,403
2020-08-20,Fairfield,5987
2020-08-20,Hartford,6783
2020-08-20,Litchfield,953
2020-08-20,Middlesex,1460
2020-08-20,New Haven,4337
2020-08-20,New London,1114
2020-08-20,Tolland,60
2020-08-20,Windham,403
2020-08-21,Fairfield,6004
2020-08-21,Hartford,6822
2020-08-21,Litchfield,955
2020-08-21,Middlesex,1473
2020-08-21,New Haven,4350
2020-08-21,New London,1115
2020-08-21,Tolland,61
2020-08-21,Windham,404
2020-08-22,Fairfield,6012
2020-08-22,Hartford,6879
2020-08-22,Litchfield,959
2020-08-22,Middlesex,1482
2020-08-22,New Haven,4372
2020-08-22,New London,1117
2020-08-22,Tolland,61
2020-08-22,Windham,407
2020-08-23,Fairfield,6017
2020-08-23,Hartford,6924
2020-08-23,Litchfield,960
2020-08-23,Middlesex,1490
2020-08-23,New Haven,4388
2020-08-23,New London,1121
2020-08-23,Tolland,61
2020-08-23,Windham,409
2020-08-24,Fairfield,6026
2020-08-24,Hartford,6959
2020-08-24,Litchfield,966
2020-08-24,Middlesex,1500
2020-08-24,New Haven,4394
2020-08-24,New London,1126
2020-08-24,Tolland,61
2020-08-24,Windham,410
2020-08-25,Fairfield,6036
2020-08-25,Hartford,7003
2020-08-25,Litchfield,969
2020-08-25,Middlesex,1507
2020-08-25,New Haven,4415
2020-08-25,New London,1132
2020-08-25,Tolland,61
2020-08-25,Windham,411
2020-08-26,Fairfield,6043
2020-08-26,Hartford,7048
2020-08-26,Litchfield,974
2020-08-26,Middlesex,1516
2020-08-26,New Haven,4427
2020-08-26,New London,1137
2020-08-26,Tolland,61
2020-08-26,Windham,413
2020-08-27,Fairfield,6051
2020-08-27,Hartford,7075
2020-08-27,Litchfield,976
2020-08-27,Middlesex,1527
2020-08-27,New Haven,4450
2020-08-27,New London,1141
2020-08-27,Tolland,61
2020-08-27,Windham,415
2020-08-28,Fairfield,6066
2020-08-28,Hartford,7096
2020-08-28,Litchfield,982
2020-08-28,Middlesex,1534
2020-08-28,New Haven,4458
2020-08-28,New London,1146
2020-08-28,Tolland,61
2020-08-28,Windham,417
2020-08-29,Fairfield,6074
2020-08-29,Hartford,7141
2020-08-29,Litchfield,985
2020-08-29,Middlesex,1536
2020-08-29,New Haven,4471
2020-08-29,New London,1150
2020-08-29,Tolland,61
2020-08-29,Windham,421
2020-08-30,Fairfield,6087
2020-08-30,Hartford,7172
2020-08-30,Litchfield,987
2020-08-30,Middlesex,1545
2020-08-30,New Haven,4486
2020-08-30,New London,1158
2020-08-30,Tolland,61
2020-08-30,Windham,422
2020-08-31,Fairfield,6094
2020-08-31,Hartford,7193
2020-08-31,Litchfield,991
2020-08-31,Middlesex,1552
2020-08-31,New Haven,4496
2020-08-31,New London,1167
2020-08-31,Tolland,61
2020-08-31,Windham,423
2020-09-01,Fairfield,6111
2020-09-01,Hartford,7234
2020-09-01,Litchfield,993
2020-09-01,Middlesex,1558
2020-09-01,New Haven,4507
2020-09-01,New London,1169
2020-09-01,Tolland,61
2020-09-01,Windham,423
2020-09-02,Fairfield,6121
2020-09-02,Hartford,7268
2020-09-02,Litchfield,993
2020-09-02,Middlesex,1563
2020-09-02,New Haven,4518
2020-09-02,New London,1174
2020-09-02,Tolland,61
2020-09-02,Windham,424
2020-09-03,Fairfield,6132
2020-09-03,Hartford,7296
2020-09-03,Litchfield,997
2020-09-03,Middlesex,1574
2020-09-03,New Haven,4528
2020-09-03,New London,1175
2020-09-03,Tolland,64
2020-09-03,Windham,425
2020-09-04,Fairfield,6140
2020-09-04,Hartford,7332
2020-09-04,Litchfield,1007
2020-09-04,Middlesex,1578
2020-09-04,New Haven,4541
2020-09-04,New London,1180
2020-09-04,Tolland,64
2020-09-04,Windham,427
2020-09-05,Fairfield,6152
2020-09-05,Hartford,7367
2020-09-05,Litchfield,1011
2020-09-05,Middlesex,1586
2020-09-05,New Haven,4555
2020-09-05,New London,1187
2020-09-05,Tolland,64
2020-09-05,Windham,429
2020-09-06,Fairfield,6163
2020-09-06,Hartford,7388
2020-09-06,Litchfield,1012
2020-09-06,Middlesex,1591
2020-09-06,New Haven,4564
2020-09-06,New London,1193
2020-09-06,Tolland,64
2020-09-06,Windham,432
2020-09-07,Fairfield,6174
2020-09-07,Hartford,7416
2020-09-07,Litchfield,1015
2020-09-07,Middlesex,1597
2020-09-07,New Haven,4574
2020-09-07,New London,1195
2020-09-07,Tolland,64
2020-09-07,Windham,433
2020-09-08,Fairfield,6184
2020-09-08,Hartford,7441
2020-09-08,Litchfield,1019
2020-09-08,Middlesex,1606
2020-09-08,New Haven,4584
2020-09-08,New London,1198
2020-09-08,Tolland,64
2020-09-08,Windham,433
2020-09-09,Fairfield,6195
2020-09-09,Hartford,7475
2020-09-09,Litchfield,1021
2020-09-09,Middlesex,1614
2020-09-09,New Haven,4600
2020-09-09,New London,1208
2020-09-09,Tolland,73
2020-09-09,Windham,436
2020-09-10,Fairfield,6202
2020-09-10,Hartford,7497
2020-09-10,Litchfield,1021
2020-09-10,Middlesex,1624
2020-09-10,New Haven,4614
2020-09-10,New London,1211
2020-09-10,Tolland,73
2020-09-10,Windham,441
2020-09-11,Fairfield,6211
2020-09-11,Hartford,7537
2020-09-11,Litchfield,1022
2020-09-11,Middlesex,1630
2020-09-11,New Haven,4617
2020-09-11,New London,1212
2020-09-11,Tolland,73
2020-09-11,Windham,442
2020-09-12,Fairfield,6218
2020-09-12,Hartford,7570
2020-09-12,Litchfield,1026
2020-09-12,Middlesex,1640
2020-09-12,New Haven,4625
2020-09-12,New London,1214
2020-09-12,Tolland,75
2020-09-12,Windham,445
2020-09-13,Fairfield,6221
2020-09-13,Hartford,7599
2020-09-13,Litchfield,1028
2020-09-13,Middlesex,1646
2020-09-13,New Haven,4632
2020-09-13,New London,1216
2020-09-13,Tolland,75
2020-09-13,Windham,447
2020-09-14,Fairfield,6227
2020-09-14,Hartford,7626
2020-09-14,Litchfield,1028
2020-09-14,Middlesex,1650
2020-09-14,New Haven,4642
2020-09-14,New London,1220
2020-09-14,Tolland,75
2020-09-14,Windham,450
2020-09-15,Fairfield,6235
2020-09-15,Hartford,7666
2020-09-15,Litchfield,1031
2020-09-15,Middlesex,1662
2020-09-15,New Haven,4648
2020-09-15,New London,1221
2020-09-15,Tolland,75
2020-09-15,Windham,450
2020-09-16,Fairfield,6246
2020-09-16,Hartford,7702
2020-09-16,Litchfield,1033
2020-09-16,Middlesex,1671
2020-09-16,New Haven,4651
2020-09-16,New London,1222
2020-09-16,Tolland,75
2020-09-16,Windham,457
2020-09-17,Fairfield,6260
2020-09-17,Hartford,7736
2020-09-17,Litchfield,1034
2020-09-17,Middlesex,1687
2020-09-17,New Haven,4682
2020-09-17,New London,1227
2020-09-17,Tolland,75
2020-09-17,Windham,458
2020-09-18,Fairfield,6273
2020-09-18,Hartford,7767
2020-09-18,Litchfield,1034
2020-09-18,Middlesex,1697
2020-09-18,New Haven,4701
2020-09-18,New London,1233
2020-09-18,Tolland,75
2020-09-18,Windham,460
2020-09-19,Fairfield,6287
2020-09-19,Hartford,7793
2020-09-19,Litchfield,1038
2020-09-19,Middlesex,1704
2020-09-19,New Haven,4716
2020-09-19,New London,1240
2020-09-19,Tolland,75
2020-09-19,Windham,461
2020-09-20,Fairfield,6296
2020-09-20,Hartford,7820
2020-09-20,Litchfield,1040
2020-09-20,Middlesex,1710
2020-09-20,New Haven,4723
2020-09-20,New London,1246
2020-09-20,Tolland,75
2020-09-20,Windham,465
2020-09-21,Fairfield,6300
2020-09-21,Hartford,7845
2020-09-21,Litchfield,1044
2020-09-21,Middlesex,1716
2020-09-21,New Haven,4729
2020-09-21,New London,1252
2020-09-21,Tolland,79
2020-09-21,Windham,465
2020-09-22,Fairfield,6309
2020-09-22,Hartford,7887
2020-09-22,Litchfield,1044
2020-09-22,Middlesex,1721
2020-09-22,New Haven,4742
2020-09-22,New London,1258
2020-09-22,Tolland,83
2020-09-22,Windham,469
2020-09-23,Fairfield,6325
2020-09-23,Hartford,7927
2020-09-23,Litchfield,1049
2020-09-23,Middlesex,1735
2020-09-23,New Haven,4756
2020-09-23,New London,1261
2020-09-23,Tolland,83
2020-09-23,Windham,473
2020-09-24,Fairfield,6343
2020-09-24,Hartford,7971
2020-09-24,Litchfield,1057
2020-09-24,Middlesex,1749
2020-09-24,New Haven,4772
2020-09-24,New London,1266
2020-09-24,Tolland,83
2020-09-24,Windham,477
2020-09-25,Fairfield,6351
2020-09-25,Hartford,8008
2020-09-25,Litchfield,1062
2020-09-25,Middlesex,1755
2020-09-25,New Haven,4781
2020-09-25,New London,1271
2020-09-25,Tolland,83
2020-09-25,Windham,480
2020-09-26,Fairfield,6361
2020-09-26,Hartford,8050
2020-09-26,Litchfield,1065
2020-09-26,Middlesex,1766
2020-09-26,New Haven,4806
2020-09-26,New London,1279
2020-09-26,Tolland,85
2020-09-26,Windham,483
2020-09-27,Fairfield,6370
2020-09-27,Hartford,8086
2020-09-27,Litchfield,1070
2020-09-27,Middlesex,1771
2020-09-27,New Haven,4817
2020-09-27,New London,1282
2020-09-27,Tolland,87
2020-09-27,Windham,488
2020-09-28,Fairfield,6389
2020-09-28,Hartford,8130
2020-09-28,Litchfield,1074
2020-09-28,Middlesex,1781
2020-09-28,New Haven,4831
2020-09-28,New London,1290
2020-09-28,Tolland,89
2020-09-28,Windham,489
2020-09-29,Fairfield,6405
2020-09-29,Hartford,8169
2020-09-29,Litchfield,1078
2020-09-29,Middlesex,1792
2020-09-29,New Haven,4858
2020-09-29,New London,1296
2020-09-29,Tolland,90
2020-09-29,Windham,493
2020-09-30,Fairfield,6417
2020-09-30,Hartford,8200
2020-09-30,Litchfield,1080
2020-09-30,Middlesex,1797
2020-09-30,New Haven,4885
2020-09-30,New London,1301
2020-09-30,Tolland,91
2020-09-30,Windham,495
2020-10-01,Fairfield,6436
2020-10-01,Hartford,8231
2020-10-01,Litchfield,1081
2020-10-01,Middlesex,1807
2020-10-01,New Haven,4905
2020-10-01,New London,1304
2020-10-01,Tolland,92
2020-10-01,Windham,496
2020-10-02,Fairfield,6450
2020-10-02,Hartford,8261
2020-10-02,Litchfield,1082
2020-10-02,Middlesex,1814
2020-10-02,New Haven,4930
2020-10-02,New London,1311
2020-10-02,Tolland,92
2020-10-02,Windham,497
2020-10-03,Fairfield,6468
2020-10-03,Hartford,8297
2020-10-03,Litchfield,1083
2020-10-03,Middlesex,1821
2020-10-03,New Haven,4937
2020-10-03,New London,1314
2020-10-03,Tolland,92
2020-10-03,Windham,499
2020-10-04,Fairfield,6481
2020-10-04,Hartford,8329
2020-10-04,Litchfield,1084
2020-10-04,Middlesex,1833
2020-10-04,New Haven,4951
2020-10-04,New London,1318
2020-10-04,Tolland,93
2020-10-04,Windham,501
2020-10-05,Fairfield,6494
2020-10-05,Hartford,8362
2020-10-05,Litchfield,1091
2020-10-05,Middlesex,1844
2020-10-05,New Haven,4964
2020-10-05,New London,1322
2020-10-05,Tolland,94
2020-10-05,Windham,502
2020-10-06,Fairfield,6516
2020-10-06,Hartford,8403
2020-10-06,Litchfield,1099
2020-10-06,Middlesex,1851
2020-10-06,New Haven,4978
2020-10-06,New London,1331
2020-10-06,Tolland,95
2020-10-06,Windham,507
2020-10-07,Fairfield,6530
2020-10-07,Hartford,8446
2020-10-07,Litchfield,1104
2020-10-07,Middlesex,1858
2020-10-07,New Haven,4998
2020-10-07,New London,1338
2020-10-07,Tolland,95
2020-10-07,Windham,512
2020-10-08,Fairfield,6552
2020-10-08,Hartford,8483
2020-10-08,Litchfield,1116
2020-10-08,Middlesex,1865
2020-10-08,New Haven,5027
2020-10-08,New London,1349
2020-10-08,Tolland,95
2020-10-08,Windham,517
2020-10-09,Fairfield,6566
2020-10-09,Hartford,8520
2020-10-09,Litchfield,1122
2020-10-09,Middlesex,1874
2020-10-09,New Haven,5045
2020-10-09,New London,1355
2020-10-09,Tolland,95
2020-10-09,Windham,521
2020-10-10,Fairfield,6578
2020-10-10,Hartford,8554
2020-10-10,Litchfield,1123
2020-10-10,Middlesex,1882
2020-10-10,New Haven,5069
2020-10-10,New London,1367
2020-10-10,Tolland,95
2020-10-10,Windham,530
2020-10-11,Fairfield,6592
2020-10-11,Hartford,8583
2020-10-11,Litchfield,1128
2020-10-11,Middlesex,1889
2020-10-11,New Haven,5092
2020-10-11,New London,1372
2020-10-11,Tolland,95
2020-10-11,Windham,536
2020-10-12,Fairfield,6608
2020-10-12,Hartford,8614
2020-10-12,Litchfield,1132
2020-10-12,Middlesex,1895
2020-10-12,New Haven,5121
2020-10-12,New London,1375
2020-10-12,Tolland,95
2020-10-12,Windham,538
2020-10-13,Fairfield,6624
2020-10-13,Hartford,8655
2020-10-13,Litchfield,1136
2020-10-13,Middlesex,1898
2020-10-13,New Haven,5155
2020-10-13,New London,1378
2020-10-13,Tolland,95
2020-10-13,Windham,543
2020-10-14,Fairfield,6643
2020-10-14,Hartford,8698
2020-10-14,Litchfield,1143
2020-10-14,Middlesex,1907
2020-10-14,New Haven,5186
2020-10-14,New London,1384
2020-10-14,Tolland,95
2020-10-14,Windham,549
2020-10-15,Fairfield,6656
2020-10-15,Hartford,8740
2020-10-15,Litchfield,1148
2020-10-15,Middlesex,1920
2020-10-15,New Haven,5215
2020-10-15,New London,1395
2020-10-15,Tolland,95
2020-10-15,Windham,554
2020-10-16,Fairfield,6674
2020-10-16,Hartford,8783
2020-10-16,Litchfield,1156
2020-10-16,Middlesex,1933
2020-10-16,New Haven,5250
2020-10-16,New London,1402
2020-10-16,Tolland,95
2020-10-16,Windham,558
2020-10-17,Fairfield,6693
2020-10-17,Hartford,8831
2020-10-17,Litchfield,1166
2020-10-17,Middlesex,1938
2020-10-17,New Haven,5281
2020-10-17,New London,1413
2020-10-17,Tolland,95
2020-10-17,Windham,564
2020-10-18,Fairfield,6706
2020-10-18,Hartford,8871
2020-10-18,Litchfield,1172
2020-10-18,Middlesex,1941
2020-10-18,New Haven,5302
2020-10-18,New London,1420
2020-10-18,Tolland,95
2020-10-18,Windham,568
2020-10-19,Fairfield,6715
2020-10-19,Hartford,8908
2020-10-19,Litchfield,1179
2020-10-19,Middlesex,1955
2020-10-19,New Haven,5327
2020-10-19,New London,1431
2020-10-19,Tolland,95
2020-10-19,Windham,571
2020-10-20,Fairfield,6725
2020-10-20,Hartford,8952
2020-10-20,Litchfield,1191
2020-10-20,Middlesex,1964
2020-10-20,New Haven,5351
2020-10-20,New London,1435
2020-10-20,Tolland,95
2020-10-20,Windham,576
2020-10-21,Fairfield,6736
2020-10-21,Hartford,8998
2020-10-21,Litchfield,1198
2020-10-21,Middlesex,1974
2020-10-21,New Haven,5380
2020-10-21,New London,1439
2020-10-21,Tolland,95
2020-10-21,Windham,578
2020-10-22,Fairfield,6755
2020-10-22,Hartford,9048
2020-10-22,Litchfield,1201
2020-10-22,Middlesex,1987
2020-10-22,New Haven,5406
2020-10-22,New London,1448
2020-10-22,Tolland,95
2020-10-22,Windham,582
2020-10-23,Fairfield,6777
2020-10-23,Hartford,9098
2020-10-23,Litchfield,1209
2020-10-23,Middlesex,1995
2020-10-23,New Haven,5430
2020-10-23,New London,1455
2020-10-23,Tolland,95
2020-10-23,Windham,587
2020-10-24,Fairfield,6796
2020-10-24,Hartford,9157
2020-10-24,Litchfield,1216
2020-10-24,Middlesex,2008
2020-10-24,New Haven,5452
2020-10-24,New London,1463
2020-10-24,Tolland,95
2020-10-24,Windham,589
2020-10-25,Fairfield,6807
2020-10-25,Hartford,9190
2020-10-25,Litchfield,1219
2020-10-25,Middlesex,2023
2020-10-25,New Haven,5475
2020-10-25,New London,1475
2020-10-25,Tolland,95
2020-10-25,Windham,591
2020-10-26,Fairfield,6818
2020-10-26,Hartford,9228
2020-10-26,Litchfield,1226
2020-10-26,Middlesex,2028
2020-10-26,New Haven,5492
2020-10-26,New London,1482
2020-10-26,Tolland,95
2020-10-26,Windham,597
2020-10-27,Fairfield,6859
2020-10-27,Hartford,9273
2020-10-27,Litchfield,1228
2020-10-27,Middlesex,2037
2020-10-27,New Haven,5522
2020-10-27,New London,1492
2020-10-27,Tolland,95
2020-10-27,Windham,602
2020-10-28,Fairfield,6885
2020-10-28,Hartford,9324
2020-10-28,Litchfield,1233
2020-10-28,Middlesex,2047
2020-10-28,New Haven,5553
2020-10-28,New London,1500
2020-10-28,Tolland,95
2020-10-28,Windham,606
2020-10-29,Fairfield,6910
2020-10-29,Hartford,9356
2020-10-29,Litchfield,1250
2020-10-29,Middlesex,2057
2020-10-29,New Haven,5587
2020-10-29,New London,1506
2020-10-29,Tolland,95
2020-10-29,Windham,608
2020-10-30,Fairfield,6942
2020-10-30,Hartford,9420
2020-10-30,Litchfield,1261
2020-10-30,Middlesex,2065
2020-10-30,New Haven,5623
2020-10-30,New London,1521
2020-10-30,Tolland,95
2020-10-30,Windham,612
2020-10-31,Fairfield,6970
2020-10-31,Hartford,9480
2020-10-31,Litchfield,1268
2020-10-31,Middlesex,2074
2020-10-31,New Haven,5658
2020-10-31,New London,1529
2020-10-31,Tolland,95
2020-10-31,Windham,620
2020-11-01,Fairfield,6986
2020-11-01,Hartford,9527
2020-11-01,Litchfield,1276
2020-11-01,Middlesex,2080
2020-11-01,New Haven,5683
2020-11-01,New London,1532
2020-11-01,Tolland,95
2020-11-01,Windham,623
2020-11-02,Fairfield,7014
2020-11-02,Hartford,9565
2020-11-02,Litchfield,1284
2020-11-02,Middlesex,2096
2020-11-02,New Haven,5727
2020-11-02,New London,1543
2020-11-02,Tolland,95
2020-11-02,Windham,627
2020-11-03,Fairfield,7046
2020-11-03,Hartford,9640
2020-11-03,Litchfield,1288
2020-11-03,Middlesex,2107
2020-11-03,New Haven,5754
2020-11-03,New London,1551
2020-11-03,Tolland,95
2020-11-03,Windham,632
2020-11-04,Fairfield,7074
2020-11-04,Hartford,9700
2020-11-04,Litchfield,1293
2020-11-04,Middlesex,2115
2020-11-04,New Haven,5787
2020-11-04,New London,1563
2020-11-04,Tolland,95
2020-11-04,Windham,634
2020-11-05,Fairfield,7110
2020-11-05,Hartford,9742
2020-11-05,Litchfield,1301
2020-11-05,Middlesex,2124
2020-11-05,New Haven,5819
2020-11-05,New London,1573
2020-11-05,Tolland,95
2020-11-05,Windham,636
2020-11-06,Fairfield,7142
2020-11-06,Hartford,9793
2020-11-06,Litchfield,1307
2020-11-06,Middlesex,2134
2020-11-06,New Haven,5859
2020-11-06,New London,1581
2020-11-06,Tolland,95
2020-11-06,Windham,637
2020-11-07,Fairfield,7189
2020-11-07,Hartford,9866
2020-11-07,Litchfield,1320
2020-11-07,Middlesex,2150
2020-11-07,New Haven,5916
2020-11-07,New London,1594
2020-11-07,Tolland,95
2020-11-07,Windham,642
2020-11-08,Fairfield,7221
2020-11-08,Hartford,9911
2020-11-08,Litchfield,1329
2020-11-08,Middlesex,2163
2020-11-08,New Haven,5951
2020-11-08,New London,1606
2020-11-08,Tolland,95
2020-11-08,Windham,643
2020-11-09,Fairfield,7254
2020-11-09,Hartford,9956
2020-11-09,Litchfield,1333
2020-11-09,Middlesex,2179
2020-11-09,New Haven,5996
2020-11-09,New London,1615
2020-11-09,Tolland,95
2020-11-09,Windham,648
2020-11-10,Fairfield,7288
2020-11-10,Hartford,10013
2020-11-10,Litchfield,1336
2020-11-10,Middlesex,2198
2020-11-10,New Haven,6054
2020-11-10,New London,1627
2020-11-10,Tolland,95
2020-11-10,Windham,652
2020-11-11,Fairfield,7327
2020-11-11,Hartford,10084
2020-11-11,Litchfield,1342
