"time30","time44","time58","time72","time86","time100","time114","time128","time142","time156","time170","time184"
0,0.0525784205192005,0.0549880538784599,0.026421214786943,-0.0131446274181151,0.276057800992132,0.0934334053764724,0.289430311810976,0.319285733167961,0.378107034644092,0.424908078610678,0.416855255090741
0,0.0241769315936049,0.0874197579664337,0.0691529895488958,-0.00750552376409165,0.206145245483986,0.135885372372268,0.326565055176855,0.426997724443271,0.495410602128868,0.612002453178646,0.563654978191113
0,0.0373632991637569,0.113256016835195,0.0932856263794134,0.00351901738919358,0.2242530091342,0.138929449434617,0.34625786180188,0.418893305851403,0.487738059158787,0.635381270897141,0.595046231664925
0,0.0303863248279798,0.142117756830597,0.167510850844488,0.0622810795327484,0.252197684825059,0.150192766716427,0.321555620029712,0.355923080612669,0.407396270386815,0.458455558915484,0.486808453326322
0,0.00444420037348488,0.13356703424893,0.152003015597754,0.0369571410432667,0.244412765263326,0.186759890281744,0.398169031787182,0.432645929669274,0.502259684916267,0.585565484852815,0.632171976013281
0,-0.00529433739813919,0.145712530021786,0.137493098077211,-0.000931515937520456,0.240139685166644,0.18929838558892,0.374442182702317,0.393694846566129,0.469264994338996,0.542312872905191,0.597305477096116
0,0.0156529058636488,0.182131790757627,0.278846143824423,0.114505314035239,0.315092254863095,0.259906957741022,0.479492786914748,0.466918152531758,0.526997320782524,0.603595697561072,0.668155493935889
0,0.0156767689227425,0.149604760684638,0.237343131184287,0.0582590722391325,0.251969627090097,0.208435103677368,0.42122205361914,0.43496510517212,0.495987556041663,0.544938257338552,0.588461112818328
0,0.00100222230559006,0.190737929139567,0.229582044791405,0.0989303320112338,0.251348457766788,0.216905100543451,0.445610467115941,0.481157102673304,0.578611709841953,0.66832855371588,0.649381167276983
0,0.00373159293580072,0.20534909660348,0.224346911397706,0.106379213636743,0.26753273133888,0.235721022248032,0.469588627157817,0.507415024698318,0.590362389763643,0.676848214677183,0.663254816112945
0,-0.0482957955682811,0.154920403529997,0.197801089565243,0.0989301333883518,0.24796059141488,0.199892085448332,0.404346919196134,0.455896073937278,0.543260867195375,0.610699319205512,0.571530464386378
0,-0.0419868424848489,0.150838943979016,0.209667643519593,0.103472973500168,0.247257119326024,0.211375841136139,0.418591201235385,0.478062057493825,0.559397053720085,0.597982626872509,0.5814304277388
0,-0.0618287336507636,0.132220880369304,0.184441200906543,0.0834427146976242,0.231144873624275,0.21242539463547,0.404382258366853,0.42915775521038,0.50185032872444,0.572993641043223,0.566339526137376
0,-0.186364916860742,-0.0566571121400367,0.0186522177894667,-0.131486033074056,0.00338749115462689,0.083652005116478,0.221586037105365,0.309836755216905,0.27166149902855,0.282118479896952,0.296727987619399
0,-0.0221648378935094,0.031677163066747,0.0814202940588188,-0.0729428672325433,0.100429276100159,0.166542692516333,0.345077969605219,0.379077545868787,0.379935959526708,0.455984925682603,0.467676772554016
0,-0.0380464622135176,0.0507814552478427,0.115898266314813,-0.0538074476575602,0.159164470051457,0.224078678114649,0.400075047842497,0.425254462602959,0.422926052180884,0.497209542934215,0.511380470210103
