"time30","time44","time58","time72","time86","time100","time114","time128","time142","time156","time170","time184"
0,0.0986448303901639,0.105698840855174,-0.0500193608290397,0.0340467514061287,0.000992184796704076,0.094974729261804,0.23970663992038,0.323389065705909,0.378923678059658,0.487552339814617,0.399505937252659
0,0.0506899299510811,0.0847197807633785,-0.10050639581324,-0.0247724623483195,-0.0173762934033002,0.0160990762871189,0.130173367984579,0.207480698349826,0.336704946545369,0.429482869884016,0.275395381146353
0,0.0318258577286028,0.0790739794428858,-0.0858578600170836,-0.0161590099486074,-0.0290560615713736,0.0189821462812581,0.119323639839894,0.203733690795014,0.345212743017547,0.425215673406123,0.285454528957871
0,-0.0439044709546049,-0.0148384176432799,-0.190974203066552,-0.0843993627395306,0.00544129531311909,0.062792551652683,0.0982062286438565,0.155329929548813,0.32302258421796,0.446218145767963,0.367386829987008
0,-0.0493953532437161,-0.0196641632600368,-0.187355517969695,-0.0930215934498829,0.0114276722379715,0.0844419895257045,0.110833848781751,0.183444799658506,0.347299128134719,0.452436144655609,0.370605111047373
0,-0.00561905778881669,0.0350248101100029,-0.158649067454309,-0.0366489142829552,0.0861067202026145,0.133117409815093,0.123136999493604,0.139564817199765,0.291086298444301,0.433429828732497,0.382068210917733
0,0.0156048291448706,0.0736264389694156,-0.129972129362321,0.000706230659454731,0.105947169701736,0.15341867538288,0.147214156238747,0.158524797191426,0.305348212493533,0.46644086343124,0.40441911500499
0,0.00929010221576061,0.0621785025009797,-0.153736608703165,-0.00379427726686335,0.112293558033702,0.147022628054625,0.161577163233465,0.149355085717457,0.294856586812202,0.450850837274589,0.392581474289341
0,0.00336111754857658,0.0551955105985879,-0.129470181226201,0.0268907352009822,0.151223509805523,0.176220005600554,0.165827096563654,0.160053479199765,0.293464496074667,0.465766012702993,0.400746345513009
0,-0.0206747292156812,0.0467921341340967,-0.108890895059766,0.0404547412916997,0.158979692191636,0.218926754363329,0.236392299883099,0.221719608324961,0.335002975860759,0.521772380222775,0.495893317116789
0,-0.0158717202808867,0.0525318235890619,-0.101763020070703,0.0371967149622559,0.149672048331431,0.221111517117396,0.238532364771832,0.221965177174674,0.331669118202129,0.531415956265999,0.49899292784874
0,-0.00482511312554535,0.0761770105412901,-0.0797334087207169,0.0462424462312711,0.162778180195323,0.239746982228688,0.252090869088809,0.223600730803049,0.353250618866603,0.546253078699706,0.53585649943371
0,-0.00081987666407867,0.0514715373083242,-0.083652158123598,0.0318577148201159,0.147970418620711,0.246201678548535,0.252285988002264,0.227976493157556,0.352346087684008,0.556624042190452,0.521306325715659
0,0.00546829254982374,0.0615803974863114,-0.0798217262788782,0.0297851313108841,0.141194757021272,0.231950732673727,0.237796772437279,0.202770444621339,0.322964949605936,0.517325652180913,0.489956807504723
0,0.0142833175454613,0.0857131944351713,-0.0644756469591243,0.0281666824728568,0.143792527272861,0.231875122259571,0.223288883342927,0.178251475300239,0.306076681803118,0.522269794799161,0.498537218442937
0,0.0166631192727543,0.0713355990422126,-0.0889108443850446,0.00963065475571781,0.123034467931077,0.209376885846454,0.194882443620525,0.15630157458392,0.300649115304429,0.543444986633601,0.509197805369356
0,-0.00679800426570249,0.0326245130985994,-0.0963409444903452,-0.0101536506950266,0.0912178106757122,0.159364259452763,0.132818393866413,0.0577230131678372,0.223145834196885,0.447606580840709,0.39689024865165
0,0.0222336734437871,0.042004068976888,-0.0608389446716407,0.0379655108256442,0.0969407295932825,0.173166860211684,0.15090997575691,0.134989632448371,0.318953830633229,0.606316554744383,0.543625736235683
0,0.0957254297749912,0.169123946384769,0.0607951908055032,0.188809994053059,0.206237611401024,0.287002157145025,0.278629943318977,0.255446694782765,0.366680298607955,0.701402904898582,0.633090177075188
0,0.146604579404827,0.246213772233183,0.10250451609225,0.235208621707844,0.248943131434039,0.323130584710219,0.317449089944485,0.35981834094873,0.405420719249217,0.766762332036125,0.692686974829199
0,0.157299247623404,0.258965182878323,0.112122659915409,0.232097488952169,0.251407076239176,0.348613116559937,0.32477231933322,0.379900869374892,0.438249964330474,0.774489231346362,0.69881926515327
0,0.205149706495152,0.322294419492957,0.195178664195233,0.309565337738544,0.307339236253197,0.393202276189647,0.384977100841809,0.452929315676323,0.529697272543398,0.89260589998954,0.825146924243294
0,0.229391238234767,0.357380576993509,0.258210250380278,0.402911250149799,0.418070704875346,0.497360322330389,0.487884665120134,0.562235535033136,0.641729337157238,0.99575462475566,0.917508399213595
0,0.208600052561631,0.361880907890021,0.251962222162094,0.375354342438536,0.426748307487815,0.520507732020378,0.467684989156401,0.541267284436079,0.62341752196068,0.98924397119405,0.908016096674468
0,0.199878302291399,0.339656861954784,0.229711918040776,0.35038505106379,0.440995854743385,0.517028493377956,0.432514349132687,0.510852024132071,0.616489538649318,1.00777673984021,0.953454612573852
0,0.202076903609627,0.326055215789935,0.206252601895906,0.317509872977259,0.401661053556184,0.459975737770035,0.377997584648642,0.445795990034129,0.550969572067194,0.941931449816969,0.884898607885464
0,0.0957015884652387,0.1306976111574,-0.0364952562644033,0.0606783050507983,0.0982136546431728,0.145044464654629,0.0632765747503152,0.245984996590777,0.38795133059526,0.697062148680158,0.611068413915941
0,0.112567973499074,0.165760472696251,-0.0101911900592117,0.0592627207871024,0.119111260113138,0.188525835378155,0.106346663611803,0.288665815543164,0.407312614217636,0.711473386746987,0.641040308539533
0,0.110631545554881,0.151820755112654,-0.0157320504498624,0.0454702209334586,0.0854370525603512,0.169217916602654,0.0817344878107538,0.27807078129398,0.392010751403197,0.697221046017759,0.631205250134951
